schema_version,trip_id,device_id,sequence,timestamp,latitude,longitude,horizontal_accuracy_m,altitude_m,vertical_accuracy_m,speed_mps,course_deg
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,178,2026-08-28T23:14:50Z,37.528142,126.9339104,20.5,12.3,17.7,10.93,37.5
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,179,2026-08-28T23:14:55Z,37.5283569,126.9341929,30.7,22.7,8.7,10.9,46.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,180,2026-08-28T23:15:00Z,37.5286083,126.9343916,41.8,20.2,11.7,6.09,32.1
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,181,2026-08-28T23:15:05Z,37.528862,126.9346693,18.9,12.6,9.1,8.07,41.0
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,182,2026-08-28T23:15:10Z,37.5290531,126.9349161,13.2,8.9,17.4,12.37,45.7
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,183,2026-08-28T23:15:15Z,37.5293292,126.9351719,37.7,19.9,10.7,9.96,36.3
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,184,2026-08-28T23:15:20Z,37.5295811,126.9354294,20.6,18.4,15.4,7.34,39.0
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,185,2026-08-28T23:15:25Z,37.5298088,126.9356524,13.7,9.9,7.6,5.15,37.8
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,186,2026-08-28T23:15:30Z,37.5300283,126.9359201,45.0,22.8,11.5,9.25,44.0
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,187,2026-08-28T23:15:35Z,37.5302802,126.9361757,29.8,8.4,18.6,9.98,38.8
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,188,2026-08-28T23:15:40Z,37.5305065,126.9364302,18.2,20.7,9.0,8.15,41.7
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,189,2026-08-28T23:15:45Z,37.5307296,126.9367064,39.4,9.3,13.1,6.92,44.5
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,190,2026-08-28T23:15:50Z,37.5310339,126.9369261,26.1,14.8,14.9,13.55,29.8
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,191,2026-08-28T23:15:55Z,37.5312523,126.9371785,18.4,21.9,16.0,6.62,42.5
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,192,2026-08-28T23:16:00Z,37.5315023,126.9374268,27.2,10.6,17.0,13.52,38.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,193,2026-08-28T23:16:05Z,37.531708,126.9376399,40.7,19.7,20.7,10.28,39.4
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,194,2026-08-28T23:16:10Z,37.5319982,126.9379301,42.0,14.9,16.2,6.04,38.4
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,195,2026-08-28T23:16:15Z,37.5322183,126.9381461,22.7,9.2,8.6,11.1,37.9
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,196,2026-08-28T23:16:20Z,37.5324448,126.9384311,13.8,17.0,7.3,15.7,44.9
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,197,2026-08-28T23:16:25Z,37.5326872,126.9386754,17.5,19.3,14.2,5.42,38.6
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,198,2026-08-28T23:16:30Z,37.5329409,126.9389563,39.3,8.1,7.7,15.06,41.3
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,199,2026-08-28T23:16:35Z,37.5331593,126.9391837,14.8,17.1,12.5,14.7,39.5
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,200,2026-08-28T23:16:40Z,37.5333924,126.939432,14.2,13.7,18.6,11.66,40.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,201,2026-08-28T23:16:45Z,37.5336562,126.9396479,23.9,15.7,9.6,5.18,33.0
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,202,2026-08-28T23:16:50Z,37.5338793,126.9399559,39.1,15.8,20.3,11.04,47.6
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,203,2026-08-28T23:16:55Z,37.5341212,126.9401552,28.1,12.9,8.2,10.1,33.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,204,2026-08-28T23:17:00Z,37.5343438,126.9404619,23.3,21.1,14.9,13.27,47.5
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,205,2026-08-28T23:17:05Z,37.5346127,126.9406772,28.8,16.4,21.4,11.03,32.4
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,206,2026-08-28T23:17:10Z,37.5348856,126.9409132,43.6,9.5,20.9,6.7,34.4
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,207,2026-08-28T23:17:15Z,37.535118,126.9411826,32.7,8.0,21.5,7.46,42.6
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,208,2026-08-28T23:17:20Z,37.5353371,126.9414187,42.9,18.8,18.6,6.43,40.5
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,209,2026-08-28T23:17:25Z,37.535562,126.9416781,20.2,21.5,20.6,6.16,42.4
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,210,2026-08-28T23:17:30Z,37.5358375,126.9419337,34.9,9.8,7.9,12.3,36.3
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,211,2026-08-28T23:17:35Z,37.5360632,126.942214,19.4,13.8,17.2,15.76,44.6
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,212,2026-08-28T23:17:40Z,37.5362896,126.9424631,36.9,8.9,11.1,8.33,41.1
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,213,2026-08-28T23:17:45Z,37.5365419,126.9427056,13.7,15.2,19.0,14.62,37.3
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,214,2026-08-28T23:17:50Z,37.5367802,126.9429644,35.1,11.9,16.4,8.98,40.7
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,215,2026-08-28T23:17:55Z,37.5370151,126.9432018,27.8,14.0,21.1,11.42,38.7
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,216,2026-08-28T23:18:00Z,37.5372369,126.9434537,27.3,22.9,12.8,15.03,42.0
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,217,2026-08-28T23:18:05Z,37.537448,126.9436979,21.0,14.0,15.5,11.38,42.5
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,218,2026-08-28T23:18:10Z,37.5377441,126.9439523,35.6,11.5,8.9,15.12,34.3
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,219,2026-08-28T23:18:15Z,37.5379508,126.9441664,36.3,14.1,20.7,10.56,39.4
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,220,2026-08-28T23:18:20Z,37.5382438,126.9444345,21.6,15.8,17.4,6.81,36.0
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,221,2026-08-28T23:18:25Z,37.5384456,126.944705,35.1,12.8,13.8,12.76,46.7
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,222,2026-08-28T23:18:30Z,37.5387006,126.9449384,34.1,11.4,14.7,5.47,36.0
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,223,2026-08-28T23:18:35Z,37.5389405,126.9451709,16.1,18.4,12.3,5.84,37.5
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,224,2026-08-28T23:18:40Z,37.5391707,126.9454671,35.3,10.8,13.5,7.17,45.6
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,225,2026-08-28T23:18:45Z,37.5394175,126.9457184,27.0,13.5,15.1,5.6,38.9
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,226,2026-08-28T23:18:50Z,37.5396711,126.9459945,36.1,14.2,17.5,9.78,40.8
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,227,2026-08-28T23:18:55Z,37.5398906,126.9462893,35.2,16.4,11.5,13.59,46.8
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,228,2026-08-28T23:19:00Z,37.5400827,126.9465378,18.7,23.6,15.1,6.46,45.7
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,229,2026-08-28T23:19:05Z,37.5403222,126.946814,27.4,21.6,9.7,7.76,42.4
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,230,2026-08-28T23:19:10Z,37.5404938,126.9470885,20.7,13.0,21.7,11.03,51.7
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,231,2026-08-28T23:19:15Z,37.5407289,126.9473714,27.9,10.5,11.8,15.07,43.7
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,232,2026-08-28T23:19:20Z,37.5409585,126.9476352,29.6,21.7,21.1,7.82,42.3
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,233,2026-08-28T23:19:25Z,37.5411956,126.9479518,13.0,16.3,12.7,15.95,46.6
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,234,2026-08-28T23:19:30Z,37.5413683,126.948277,19.4,12.6,15.2,8.54,56.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,235,2026-08-28T23:19:35Z,37.5416159,126.9485229,39.9,18.3,19.2,10.55,38.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,236,2026-08-28T23:19:40Z,37.5418083,126.9487928,36.1,15.2,8.3,7.0,48.0
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,237,2026-08-28T23:19:45Z,37.5420445,126.9490799,40.2,11.0,17.6,7.5,43.9
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,238,2026-08-28T23:19:50Z,37.5422622,126.9493472,26.4,24.6,19.0,15.14,44.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,239,2026-08-28T23:19:55Z,37.5424479,126.9496174,30.1,8.2,10.7,13.0,49.1
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,240,2026-08-28T23:20:00Z,37.5427121,126.9499709,32.0,19.4,11.1,7.37,46.7
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,241,2026-08-28T23:20:05Z,37.5429027,126.9501622,23.7,15.9,11.6,10.62,38.5
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,242,2026-08-28T23:20:10Z,37.5431177,126.9504906,31.4,9.5,18.6,14.73,50.4
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,243,2026-08-28T23:20:15Z,37.54337,126.9507746,24.7,14.3,21.8,7.39,41.8
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,244,2026-08-28T23:20:20Z,37.543558,126.9510967,37.8,10.3,7.1,7.71,53.6
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,245,2026-08-28T23:20:25Z,37.5437781,126.9513216,12.7,24.8,18.7,8.34,39.0
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,246,2026-08-28T23:20:30Z,37.5440201,126.9516405,31.7,8.8,21.4,11.87,46.3
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,247,2026-08-28T23:20:35Z,37.5442937,126.9517967,33.1,24.1,7.7,5.32,24.3
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,248,2026-08-28T23:20:40Z,37.544581,126.9519522,36.5,14.2,14.9,7.06,23.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,249,2026-08-28T23:20:45Z,37.5448217,126.9520629,33.5,17.8,21.1,5.17,20.0
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,250,2026-08-28T23:20:50Z,37.5451467,126.9523008,41.9,11.1,12.4,7.74,30.1
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,251,2026-08-28T23:20:55Z,37.5453947,126.9524366,23.3,13.8,19.2,11.22,23.5
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,252,2026-08-28T23:21:00Z,37.545715,126.9525542,13.9,15.4,20.6,10.74,16.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,253,2026-08-28T23:21:05Z,37.5460141,126.9526936,24.7,14.2,7.1,14.06,20.3
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,254,2026-08-28T23:21:10Z,37.5463056,126.9528665,27.5,21.4,13.2,9.45,25.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,255,2026-08-28T23:21:15Z,37.5465539,126.9530586,18.9,19.4,18.5,11.42,31.5
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,256,2026-08-28T23:21:20Z,37.546851,126.9531737,43.0,12.1,20.8,6.96,17.1
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,257,2026-08-28T23:21:25Z,37.547176,126.9533446,25.5,24.1,15.9,6.28,22.6
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,258,2026-08-28T23:21:30Z,37.54744,126.9534606,19.1,16.0,22.0,14.86,19.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,259,2026-08-28T23:21:35Z,37.5477151,126.9536169,43.6,22.9,20.7,9.86,24.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,260,2026-08-28T23:21:40Z,37.5479662,126.9538077,34.9,20.4,16.1,6.98,31.1
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,261,2026-08-28T23:21:45Z,37.5482988,126.9539824,14.1,16.6,15.1,13.14,22.6
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,262,2026-08-28T23:21:50Z,37.5485888,126.9541306,32.5,13.0,7.1,5.61,22.1
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,263,2026-08-28T23:21:55Z,37.5488334,126.9542336,22.9,25.0,20.4,6.6,18.5
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,264,2026-08-28T23:22:00Z,37.549151,126.9543548,19.8,10.1,14.3,10.88,16.8
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,265,2026-08-28T23:22:05Z,37.5494098,126.954561,16.6,12.0,7.2,7.32,32.3
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,266,2026-08-28T23:22:10Z,37.5497422,126.9547676,30.8,16.7,15.1,9.56,26.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,267,2026-08-28T23:22:15Z,37.5500171,126.9548667,42.4,21.4,13.3,5.65,16.0
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,268,2026-08-28T23:22:20Z,37.5502866,126.9549951,19.1,18.5,18.4,11.37,20.7
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,269,2026-08-28T23:22:25Z,37.5506023,126.9551482,43.2,18.6,14.9,8.2,21.0
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,270,2026-08-28T23:22:30Z,37.550843,126.9553418,44.4,12.7,8.4,11.11,32.5
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,271,2026-08-28T23:22:35Z,37.5511978,126.9554681,31.9,16.3,14.9,10.42,15.8
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,272,2026-08-28T23:22:40Z,37.55145,126.9556438,29.6,22.2,9.7,15.96,28.9
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,273,2026-08-28T23:22:45Z,37.5517441,126.9558082,25.1,22.0,19.4,5.84,23.9
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,274,2026-08-28T23:22:50Z,37.5520154,126.955948,43.4,23.2,18.5,9.54,22.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,275,2026-08-28T23:22:55Z,37.5523006,126.9561022,34.9,22.4,12.6,8.01,23.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,276,2026-08-28T23:23:00Z,37.5526153,126.9562409,12.7,24.8,18.9,5.27,19.3
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,277,2026-08-28T23:23:05Z,37.552865,126.9564318,36.6,10.2,20.6,11.98,31.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,278,2026-08-28T23:23:10Z,37.5531872,126.9565694,17.7,9.4,12.6,13.43,18.7
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,279,2026-08-28T23:23:15Z,37.5534941,126.9566955,35.3,9.8,18.6,8.46,18.0
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,280,2026-08-28T23:23:20Z,37.553697,126.9569578,13.8,15.4,21.1,7.08,45.7
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,281,2026-08-28T23:23:25Z,37.5539267,126.9572395,20.5,18.9,11.7,11.27,44.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,282,2026-08-28T23:23:30Z,37.5541683,126.9574913,26.7,11.3,11.3,5.43,39.6
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,283,2026-08-28T23:23:35Z,37.5543811,126.9577853,34.7,19.7,12.9,10.04,47.6
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,284,2026-08-28T23:23:40Z,37.5545734,126.9580495,23.4,9.5,20.2,12.71,47.5
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,285,2026-08-28T23:23:45Z,37.554829,126.9583222,45.0,14.7,14.9,7.95,40.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,286,2026-08-28T23:23:50Z,37.5550764,126.9586193,16.6,21.2,18.4,5.32,43.6
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,287,2026-08-28T23:23:55Z,37.555276,126.9588765,13.3,18.6,10.3,6.73,45.6
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,288,2026-08-28T23:24:00Z,37.5554955,126.9591578,18.3,18.8,14.7,14.11,45.4
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,289,2026-08-28T23:24:05Z,37.5557037,126.9594218,16.0,22.4,8.8,12.15,45.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,290,2026-08-28T23:24:10Z,37.555952,126.9596749,35.2,21.7,16.2,13.49,38.9
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,291,2026-08-28T23:24:15Z,37.5561872,126.9599674,44.8,23.0,20.9,12.54,44.6
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,292,2026-08-28T23:24:20Z,37.5563883,126.9602598,28.5,10.7,11.1,15.28,49.0
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,293,2026-08-28T23:24:25Z,37.5566275,126.9605371,12.7,23.5,17.6,15.75,42.6
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,294,2026-08-28T23:24:30Z,37.5568314,126.9608038,41.6,10.5,20.8,15.23,46.0
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,295,2026-08-28T23:24:35Z,37.5570591,126.9610435,37.9,13.0,19.8,10.71,39.8
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,296,2026-08-28T23:24:40Z,37.5572536,126.9613303,31.5,12.7,14.2,13.94,49.4
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,297,2026-08-28T23:24:45Z,37.5574989,126.9616483,44.6,16.3,9.4,15.85,45.8
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,298,2026-08-28T23:24:50Z,37.5576965,126.9618947,42.9,18.5,22.0,10.51,44.7
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,299,2026-08-28T23:24:55Z,37.5579763,126.9621731,16.4,17.2,8.0,8.76,38.3
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,300,2026-08-28T23:25:00Z,37.5581693,126.962463,31.5,10.6,8.5,13.21,50.0
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,301,2026-08-28T23:25:05Z,37.5583727,126.9626809,27.7,11.9,12.6,7.51,40.3
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,302,2026-08-28T23:25:10Z,37.5586158,126.9630116,24.1,16.6,14.1,6.4,47.1
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,303,2026-08-28T23:25:15Z,37.5588343,126.9632761,33.5,20.7,16.1,13.68,43.8
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,304,2026-08-28T23:25:20Z,37.5590728,126.9635508,40.1,16.3,15.0,9.86,42.4
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,305,2026-08-28T23:25:25Z,37.5592766,126.9638203,36.2,18.0,18.4,9.93,46.3
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,306,2026-08-28T23:25:30Z,37.5595092,126.9641114,32.2,18.2,11.1,11.95,44.8
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,307,2026-08-28T23:25:35Z,37.5597663,126.9643495,36.0,20.8,19.2,11.19,36.3
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,308,2026-08-28T23:25:40Z,37.5599979,126.9644743,16.6,18.0,7.3,13.22,23.1
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,309,2026-08-28T23:25:45Z,37.5603586,126.9645929,32.4,17.0,22.0,14.8,14.6
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,310,2026-08-28T23:25:50Z,37.5606296,126.9646743,15.8,20.6,20.0,10.59,13.4
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,311,2026-08-28T23:25:55Z,37.5609031,126.9648473,29.8,22.7,13.7,8.19,26.6
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,312,2026-08-28T23:26:00Z,37.5612087,126.9648919,27.9,17.4,13.4,14.26,6.6
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,313,2026-08-28T23:26:05Z,37.5615119,126.9650903,26.4,19.6,12.3,5.28,27.4
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,314,2026-08-28T23:26:10Z,37.5618526,126.9651374,16.8,14.0,19.1,6.93,6.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,315,2026-08-28T23:26:15Z,37.5620995,126.9653024,24.2,24.5,17.9,11.72,27.9
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,316,2026-08-28T23:26:20Z,37.5624424,126.965377,33.1,10.2,7.9,10.96,9.8
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,317,2026-08-28T23:26:25Z,37.562759,126.9654783,43.1,20.7,21.9,7.05,14.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,318,2026-08-28T23:26:30Z,37.5630365,126.9656111,39.7,15.1,13.4,13.5,20.8
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,319,2026-08-28T23:26:35Z,37.5633144,126.9657192,14.4,18.3,19.8,12.08,17.1
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,320,2026-08-28T23:26:40Z,37.5636237,126.9658485,40.0,19.5,11.3,9.36,18.3
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,321,2026-08-28T23:26:45Z,37.5639256,126.9659434,39.6,20.0,17.0,8.37,14.0
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,322,2026-08-28T23:26:50Z,37.5641794,126.9660637,22.8,13.2,19.8,10.13,20.6
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,323,2026-08-28T23:26:55Z,37.5645492,126.9661698,21.4,10.8,17.3,8.62,12.8
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,324,2026-08-28T23:27:00Z,37.5648092,126.9663262,12.9,18.1,19.1,11.98,25.5
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,325,2026-08-28T23:27:05Z,37.5650999,126.9663767,39.4,16.7,19.4,9.5,7.8
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,326,2026-08-28T23:27:10Z,37.5654347,126.9665326,41.7,20.8,14.8,10.0,20.3
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,327,2026-08-28T23:27:15Z,37.5657215,126.9666373,17.8,22.9,11.7,12.29,16.1
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,328,2026-08-28T23:27:20Z,37.5659208,126.9669158,14.4,19.5,16.5,11.42,47.9
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,329,2026-08-28T23:27:25Z,37.566082,126.9672349,26.7,8.8,14.0,15.24,57.5
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,330,2026-08-28T23:27:30Z,37.566263,126.9675168,27.4,20.1,18.5,6.32,51.0
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,331,2026-08-28T23:27:35Z,37.5664462,126.9678935,40.9,8.1,13.3,12.83,58.5
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,332,2026-08-28T23:27:40Z,37.5666211,126.9682596,30.6,14.4,14.3,12.38,58.9
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,333,2026-08-28T23:27:45Z,37.5667908,126.9685059,37.8,12.6,14.1,15.41,49.0
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,334,2026-08-28T23:27:50Z,37.5670315,126.9688266,27.3,21.6,15.3,15.36,46.6
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,335,2026-08-28T23:27:55Z,37.5671904,126.9691842,16.2,20.7,19.9,5.43,60.7
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,336,2026-08-28T23:28:00Z,37.5673521,126.9695396,22.0,20.3,7.0,6.41,60.1
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,337,2026-08-28T23:28:05Z,37.5675858,126.9698062,36.8,13.6,16.4,5.29,42.1
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,338,2026-08-28T23:28:10Z,37.5677092,126.9700977,15.2,10.4,14.9,6.78,61.9
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,339,2026-08-28T23:28:15Z,37.5679072,126.9703973,34.1,15.8,7.0,7.89,50.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,340,2026-08-28T23:28:20Z,37.5681013,126.9707633,21.4,13.0,18.0,9.17,56.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,341,2026-08-28T23:28:25Z,37.568302,126.9711063,41.4,18.4,11.6,11.46,53.6
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,342,2026-08-28T23:28:30Z,37.5684831,126.9713918,22.8,23.3,9.0,11.84,51.3
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,343,2026-08-28T23:28:35Z,37.5686193,126.9716801,36.8,20.1,8.8,15.89,59.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,344,2026-08-28T23:28:40Z,37.5688301,126.9720591,28.4,17.4,15.7,8.54,54.9
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,345,2026-08-28T23:28:45Z,37.5690471,126.9723692,26.8,9.9,16.4,10.65,48.6
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,346,2026-08-28T23:28:50Z,37.5691879,126.9727013,13.0,21.8,9.0,6.81,61.9
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,347,2026-08-28T23:28:55Z,37.5693912,126.9730085,38.6,12.5,20.1,15.59,50.1
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,348,2026-08-28T23:29:00Z,37.5695648,126.9733278,28.6,15.6,7.5,11.96,55.6
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,349,2026-08-28T23:29:05Z,37.5696943,126.9736228,41.0,24.2,19.8,8.82,61.0
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,350,2026-08-28T23:29:10Z,37.5699131,126.9739566,20.0,18.3,18.3,7.88,50.4
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,351,2026-08-28T23:29:15Z,37.5701147,126.9742914,18.7,20.4,16.6,12.22,52.8
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,352,2026-08-28T23:29:20Z,37.5702787,126.9746131,12.1,15.5,16.5,5.06,57.2
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,353,2026-08-28T23:29:25Z,37.570437,126.9749394,14.4,18.6,17.5,9.42,58.5
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,354,2026-08-28T23:29:30Z,37.5706652,126.975283,16.7,10.4,8.5,12.63,50.0
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,355,2026-08-28T23:29:35Z,37.5708612,126.9755481,20.6,12.5,21.2,10.95,47.0
1.0,trip-ydp-gwanghwamun-001,iphone-test-001,356,2026-08-28T23:29:40Z,37.5710258,126.975872,22.5,18.8,16.2,14.05,57.3
