trip_id,window_index,ground_truth,prediction,correct
trip_000069,12,walk,walk,True
trip_000069,13,walk,walk,True
trip_000069,14,walk,walk,True
trip_000069,15,walk,walk,True
trip_000069,16,walk,walk,True
trip_000069,17,walk,walk,True
trip_000069,18,walk,walk,True
trip_000069,19,walk,walk,True
trip_000069,20,walk,walk,True
trip_000069,21,walk,walk,True
trip_000070,0,walk,walk,True
trip_000070,1,walk,walk,True
trip_000070,2,walk,walk,True
trip_000070,3,walk,walk,True
trip_000070,4,walk,walk,True
trip_000070,5,walk,walk,True
trip_000070,6,walk,bike,False
trip_000070,7,walk,bike,False
trip_000070,8,walk,walk,True
trip_000070,9,walk,walk,True
trip_000070,10,walk,walk,True
trip_000070,11,walk,walk,True
trip_000070,12,walk,walk,True
trip_000070,13,walk,walk,True
trip_000070,14,walk,walk,True
trip_000070,15,walk,walk,True
trip_000070,16,walk,walk,True
trip_000070,17,walk,walk,True
trip_000070,18,walk,walk,True
trip_000070,19,walk,walk,True
trip_000070,20,walk,walk,True
trip_000070,21,walk,walk,True
trip_000070,22,walk,walk,True
trip_000070,23,walk,walk,True
trip_000070,24,walk,walk,True
trip_000070,25,walk,walk,True
trip_000070,26,walk,walk,True
trip_000070,27,walk,walk,True
trip_000070,28,walk,walk,True
trip_000070,29,walk,walk,True
trip_000070,30,walk,walk,True
trip_000070,31,walk,walk,True
trip_000070,32,walk,walk,True
trip_000070,33,walk,walk,True
trip_000070,34,walk,walk,True
trip_000070,35,walk,walk,True
trip_000070,36,walk,walk,True
trip_000070,37,walk,walk,True
trip_000070,38,walk,walk,True
trip_000070,39,walk,walk,True
trip_000070,40,walk,walk,True
trip_000070,41,walk,walk,True
trip_000070,42,walk,walk,True
trip_000070,43,walk,walk,True
trip_000070,44,walk,walk,True
trip_000070,45,walk,walk,True
trip_000070,46,walk,walk,True
trip_000070,47,walk,walk,True
trip_000071,0,walk,walk,True
trip_000071,1,walk,walk,True
trip_000071,2,walk,walk,True
trip_000071,3,walk,walk,True
trip_000071,4,walk,walk,True
trip_000071,5,walk,walk,True
trip_000071,6,walk,walk,True
trip_000071,7,walk,walk,True
trip_000071,8,walk,walk,True
trip_000071,9,walk,walk,True
trip_000071,10,walk,walk,True
trip_000071,11,walk,walk,True
trip_000071,12,walk,walk,True
trip_000071,13,walk,walk,True
trip_000071,14,walk,walk,True
trip_000071,15,walk,walk,True
trip_000071,16,walk,walk,True
trip_000071,17,walk,walk,True
trip_000071,18,walk,walk,True
trip_000071,19,walk,walk,True
trip_000071,20,walk,walk,True
trip_000071,21,walk,walk,True
trip_000071,22,walk,walk,True
trip_000071,23,walk,walk,True
trip_000071,24,walk,walk,True
trip_000071,25,walk,walk,True
trip_000071,26,walk,walk,True
trip_000071,27,walk,walk,True
trip_000071,28,walk,walk,True
trip_000071,29,walk,walk,True
trip_000071,30,walk,walk,True
trip_000071,31,walk,walk,True
trip_000071,32,walk,walk,True
trip_000071,33,walk,walk,True
trip_000071,34,walk,walk,True
trip_000071,35,walk,walk,True
trip_000071,36,walk,walk,True
trip_000071,37,walk,walk,True
trip_000071,38,walk,walk,True
trip_000071,39,walk,walk,True
trip_000071,40,walk,walk,True
trip_000071,41,walk,walk,True
trip_000071,42,walk,walk,True
trip_000071,43,walk,walk,True
trip_000071,44,walk,walk,True
trip_000071,45,walk,walk,True
trip_000071,46,walk,walk,True
trip_000072,0,walk,walk,True
trip_000072,1,walk,walk,True
trip_000072,2,walk,walk,True
trip_000072,3,walk,walk,True
trip_000072,4,walk,walk,True
trip_000072,5,walk,walk,True
trip_000072,6,walk,walk,True
trip_000072,7,walk,walk,True
trip_000072,8,walk,walk,True
trip_000072,9,walk,walk,True
trip_000072,10,walk,walk,True
trip_000072,11,walk,walk,True
trip_000072,12,walk,walk,True
trip_000072,13,walk,walk,True
trip_000072,14,walk,walk,True
trip_000072,15,walk,walk,True
trip_000073,0,walk,walk,True
trip_000073,1,walk,walk,True
trip_000073,2,walk,walk,True
trip_000073,3,walk,walk,True
trip_000073,4,walk,walk,True
trip_000073,5,walk,walk,True
trip_000073,6,walk,walk,True
trip_000073,7,walk,walk,True
trip_000073,8,walk,walk,True
trip_000073,9,walk,walk,True
trip_000073,10,walk,walk,True
trip_000073,11,walk,walk,True
trip_000073,12,walk,walk,True
trip_000073,13,walk,walk,True
trip_000073,14,walk,walk,True
trip_000073,15,walk,walk,True
trip_000073,16,walk,walk,True
trip_000073,17,walk,walk,True
trip_000074,0,walk,walk,True
trip_000074,1,walk,walk,True
trip_000074,2,walk,walk,True
trip_000074,3,walk,walk,True
trip_000074,4,walk,walk,True
trip_000074,5,walk,walk,True
trip_000074,6,walk,walk,True
trip_000074,7,walk,walk,True
trip_000074,8,walk,walk,True
trip_000074,9,walk,walk,True
trip_000074,10,walk,walk,True
trip_000074,11,walk,walk,True
trip_000074,12,walk,walk,True
trip_000074,13,walk,walk,True
trip_000074,14,walk,walk,True
trip_000074,15,walk,walk,True
trip_000074,16,walk,walk,True
trip_000074,17,walk,walk,True
trip_000074,18,walk,walk,True
trip_000074,19,walk,walk,True
trip_000074,20,walk,walk,True
trip_000074,21,walk,walk,True
trip_000074,22,walk,walk,True
trip_000074,23,walk,walk,True
trip_000074,24,walk,walk,True
trip_000074,25,walk,walk,True
trip_000074,26,walk,walk,True
trip_000074,27,walk,walk,True
trip_000074,28,walk,walk,True
trip_000074,29,walk,walk,True
trip_000074,30,walk,walk,True
trip_000074,31,walk,walk,True
trip_000074,32,walk,walk,True
trip_000074,33,walk,walk,True
trip_000074,34,walk,walk,True
trip_000074,35,walk,walk,True
trip_000074,36,walk,walk,True
trip_000074,37,walk,walk,True
trip_000074,38,walk,walk,True
trip_000074,39,walk,walk,True
trip_000075,0,walk,walk,True
trip_000075,1,walk,walk,True
trip_000075,2,walk,walk,True
trip_000075,3,walk,walk,True
trip_000075,4,walk,walk,True
trip_000075,5,walk,walk,True
trip_000075,6,walk,walk,True
trip_000075,7,walk,walk,True
trip_000075,8,walk,walk,True
trip_000075,9,walk,walk,True
trip_000075,10,walk,walk,True
trip_000075,11,walk,walk,True
trip_000075,12,walk,walk,True
trip_000075,13,walk,walk,True
trip_000075,14,walk,walk,True
trip_000075,15,walk,walk,True
trip_000075,16,walk,walk,True
trip_000075,17,walk,walk,True
trip_000075,18,walk,walk,True
trip_000076,0,walk,walk,True
trip_000076,1,walk,walk,True
trip_000076,2,walk,walk,True
trip_000076,3,walk,walk,True
trip_000076,4,walk,walk,True
trip_000076,5,walk,walk,True
trip_000076,6,walk,walk,True
trip_000076,7,walk,walk,True
trip_000076,8,walk,walk,True
trip_000076,9,walk,walk,True
trip_000076,10,walk,walk,True
trip_000076,11,walk,walk,True
trip_000076,12,walk,walk,True
trip_000076,13,walk,walk,True
trip_000076,14,walk,walk,True
trip_000076,15,walk,walk,True
trip_000076,16,walk,walk,True
trip_000077,0,walk,walk,True
trip_000077,1,walk,walk,True
trip_000077,2,walk,walk,True
trip_000077,3,walk,walk,True
trip_000077,4,walk,walk,True
trip_000077,5,walk,walk,True
trip_000077,6,walk,walk,True
trip_000077,7,walk,walk,True
trip_000077,8,walk,walk,True
trip_000077,9,walk,walk,True
trip_000077,10,walk,walk,True
trip_000077,11,walk,walk,True
trip_000077,12,walk,walk,True
trip_000077,13,walk,walk,True
trip_000077,14,walk,walk,True
trip_000077,15,walk,walk,True
trip_000077,16,walk,walk,True
trip_000077,17,walk,walk,True
trip_000077,18,walk,walk,True
trip_000077,19,walk,walk,True
trip_000077,20,walk,walk,True
trip_000077,21,walk,walk,True
trip_000077,22,walk,walk,True
trip_000078,0,walk,walk,True
trip_000078,1,walk,walk,True
trip_000078,2,walk,walk,True
trip_000078,3,walk,walk,True
trip_000078,4,walk,walk,True
trip_000078,5,walk,walk,True
trip_000078,6,walk,walk,True
trip_000078,7,walk,walk,True
trip_000078,8,walk,walk,True
trip_000078,9,walk,walk,True
trip_000078,10,walk,walk,True
trip_000078,11,walk,walk,True
trip_000078,12,walk,walk,True
trip_000078,13,walk,walk,True
trip_000078,14,walk,walk,True
trip_000078,15,walk,walk,True
trip_000078,16,walk,walk,True
trip_000078,17,walk,walk,True
trip_000078,18,walk,walk,True
trip_000078,19,walk,walk,True
trip_000078,20,walk,walk,True
trip_000078,21,walk,walk,True
trip_000078,22,walk,walk,True
trip_000078,23,walk,walk,True
trip_000078,24,walk,walk,True
trip_000078,25,walk,walk,True
trip_000078,26,walk,walk,True
trip_000078,27,walk,walk,True
trip_000078,28,walk,walk,True
trip_000078,29,walk,walk,True
trip_000078,30,walk,walk,True
trip_000078,31,walk,walk,True
trip_000078,32,walk,walk,True
trip_000078,33,walk,walk,True
trip_000078,34,walk,walk,True
trip_000078,35,walk,walk,True
trip_000078,36,walk,walk,True
trip_000078,37,walk,walk,True
trip_000078,38,walk,walk,True
trip_000079,0,walk,walk,True
trip_000079,1,walk,walk,True
trip_000079,2,walk,walk,True
trip_000079,3,walk,walk,True
trip_000079,4,walk,walk,True
trip_000079,5,walk,walk,True
trip_000079,6,walk,walk,True
trip_000079,7,walk,walk,True
trip_000079,8,walk,walk,True
trip_000079,9,walk,walk,True
trip_000079,10,walk,walk,True
trip_000079,11,walk,walk,True
trip_000079,12,walk,walk,True
trip_000079,13,walk,walk,True
trip_000079,14,walk,walk,True
trip_000079,15,walk,walk,True
trip_000079,16,walk,walk,True
trip_000079,17,walk,walk,True
trip_000080,0,walk,walk,True
trip_000080,1,walk,walk,True
trip_000080,2,walk,walk,True
trip_000080,3,walk,walk,True
trip_000080,4,walk,walk,True
trip_000080,5,walk,walk,True
trip_000080,6,walk,walk,True
trip_000080,7,walk,walk,True
trip_000080,8,walk,walk,True
trip_000080,9,walk,walk,True
trip_000080,10,walk,walk,True
trip_000080,11,walk,walk,True
trip_000080,12,walk,walk,True
trip_000080,13,walk,walk,True
trip_000080,14,walk,walk,True
trip_000081,0,walk,walk,True
trip_000081,1,walk,walk,True
trip_000081,2,walk,walk,True
trip_000081,3,walk,walk,True
trip_000081,4,walk,walk,True
trip_000081,5,walk,walk,True
trip_000081,6,walk,walk,True
trip_000081,7,walk,bike,False
trip_000081,8,walk,walk,True
trip_000081,9,walk,walk,True
trip_000081,10,walk,walk,True
trip_000081,11,walk,walk,True
trip_000081,12,walk,walk,True
trip_000081,13,walk,walk,True
trip_000081,14,walk,walk,True
trip_000081,15,walk,walk,True
trip_000081,16,walk,walk,True
trip_000081,17,walk,walk,True
trip_000081,18,walk,walk,True
trip_000082,0,walk,walk,True
trip_000082,1,walk,car,False
trip_000082,2,walk,walk,True
trip_000082,3,walk,walk,True
trip_000082,4,walk,walk,True
trip_000082,5,walk,walk,True
trip_000082,6,walk,walk,True
trip_000082,7,walk,walk,True
trip_000082,8,walk,car,False
trip_000082,9,walk,walk,True
trip_000082,10,walk,walk,True
trip_000082,11,walk,walk,True
trip_000082,12,walk,walk,True
trip_000082,13,walk,car,False
trip_000082,14,walk,walk,True
trip_000082,15,walk,walk,True
trip_000083,0,walk,walk,True
trip_000083,1,walk,walk,True
trip_000083,2,walk,walk,True
trip_000083,3,walk,walk,True
trip_000083,4,walk,walk,True
trip_000083,5,walk,walk,True
trip_000083,6,walk,walk,True
trip_000083,7,walk,walk,True
trip_000083,8,walk,walk,True
trip_000083,9,walk,walk,True
trip_000083,10,walk,walk,True
trip_000083,11,walk,walk,True
trip_000083,12,walk,walk,True
trip_000083,13,walk,walk,True
trip_000083,14,walk,walk,True
trip_000083,15,walk,walk,True
trip_000083,16,walk,walk,True
trip_000083,17,walk,walk,True
trip_000083,18,walk,walk,True
trip_000083,19,walk,walk,True
trip_000083,20,walk,walk,True
trip_000083,21,walk,walk,True
trip_000083,22,walk,walk,True
trip_000084,0,walk,walk,True
trip_000084,1,walk,walk,True
trip_000084,2,walk,walk,True
trip_000084,3,walk,walk,True
trip_000084,4,walk,walk,True
trip_000084,5,walk,walk,True
trip_000084,6,walk,walk,True
trip_000084,7,walk,walk,True
trip_000084,8,walk,walk,True
trip_000084,9,walk,walk,True
trip_000084,10,walk,walk,True
trip_000084,11,walk,walk,True
trip_000084,12,walk,walk,True
trip_000084,13,walk,walk,True
trip_000084,14,walk,walk,True
trip_000084,15,walk,walk,True
trip_000085,0,walk,walk,True
trip_000085,1,walk,walk,True
trip_000085,2,walk,walk,True
trip_000085,3,walk,walk,True
trip_000085,4,walk,walk,True
trip_000085,5,walk,walk,True
trip_000085,6,walk,walk,True
trip_000085,7,walk,walk,True
trip_000085,8,walk,walk,True
trip_000085,9,walk,walk,True
trip_000085,10,walk,walk,True
trip_000085,11,walk,walk,True
trip_000085,12,walk,walk,True
trip_000085,13,walk,walk,True
trip_000085,14,walk,walk,True
trip_000085,15,walk,walk,True
trip_000085,16,walk,walk,True
trip_000085,17,walk,walk,True
trip_000085,18,walk,walk,True
trip_000085,19,walk,walk,True
trip_000085,20,walk,walk,True
trip_000085,21,walk,walk,True
trip_000085,22,walk,walk,True
trip_000085,23,walk,walk,True
trip_000085,24,walk,walk,True
trip_000085,25,walk,walk,True
trip_000085,26,walk,walk,True
trip_000085,27,walk,walk,True
trip_000085,28,walk,walk,True
trip_000085,29,walk,walk,True
trip_000085,30,walk,walk,True
trip_000085,31,walk,walk,True
trip_000085,32,walk,walk,True
trip_000085,33,walk,walk,True
trip_000086,0,walk,bike,False
trip_000086,1,walk,walk,True
trip_000086,2,walk,walk,True
trip_000086,3,walk,walk,True
trip_000086,4,walk,walk,True
trip_000086,5,walk,walk,True
trip_000086,6,walk,car,False
trip_000086,7,walk,walk,True
trip_000086,8,walk,walk,True
trip_000086,9,walk,walk,True
trip_000086,10,walk,walk,True
trip_000086,11,walk,walk,True
trip_000086,12,walk,walk,True
trip_000086,13,walk,walk,True
trip_000086,14,walk,walk,True
trip_000086,15,walk,walk,True
trip_000086,16,walk,walk,True
trip_000086,17,walk,walk,True
trip_000086,18,walk,walk,True
trip_000086,19,walk,walk,True
trip_000086,20,walk,walk,True
trip_000086,21,walk,walk,True
trip_000086,22,walk,walk,True
trip_000086,23,walk,walk,True
trip_000086,24,walk,bike,False
trip_000086,25,walk,walk,True
trip_000086,26,walk,walk,True
trip_000086,27,walk,walk,True
trip_000086,28,walk,walk,True
trip_000086,29,walk,walk,True
trip_000086,30,walk,walk,True
trip_000086,31,walk,walk,True
trip_000086,32,walk,bike,False
trip_000086,33,walk,walk,True
trip_000086,34,walk,walk,True
trip_000086,35,walk,car,False
trip_000086,36,walk,walk,True
trip_000086,37,walk,walk,True
trip_000086,38,walk,walk,True
trip_000086,39,walk,walk,True
trip_000086,40,walk,walk,True
trip_000086,41,walk,bike,False
trip_000086,42,walk,walk,True
trip_000087,0,walk,bike,False
trip_000087,1,walk,walk,True
trip_000087,2,walk,walk,True
trip_000087,3,walk,walk,True
trip_000087,4,walk,walk,True
trip_000087,5,walk,walk,True
trip_000087,6,walk,walk,True
trip_000087,7,walk,walk,True
trip_000087,8,walk,walk,True
trip_000087,9,walk,walk,True
trip_000087,10,walk,bike,False
trip_000087,11,walk,walk,True
trip_000087,12,walk,walk,True
trip_000087,13,walk,walk,True
trip_000087,14,walk,walk,True
trip_000087,15,walk,car,False
trip_000087,16,walk,car,False
trip_000087,17,walk,walk,True
trip_000087,18,walk,car,False
trip_000087,19,walk,car,False
trip_000088,0,walk,walk,True
trip_000088,1,walk,walk,True
trip_000088,2,walk,walk,True
trip_000088,3,walk,walk,True
trip_000088,4,walk,walk,True
trip_000088,5,walk,walk,True
trip_000088,6,walk,walk,True
trip_000088,7,walk,walk,True
trip_000088,8,walk,walk,True
trip_000088,9,walk,walk,True
trip_000088,10,walk,walk,True
trip_000088,11,walk,walk,True
trip_000088,12,walk,walk,True
trip_000088,13,walk,walk,True
trip_000088,14,walk,walk,True
trip_000088,15,walk,walk,True
trip_000088,16,walk,walk,True
trip_000088,17,walk,walk,True
trip_000088,18,walk,walk,True
trip_000088,19,walk,walk,True
trip_000088,20,walk,walk,True
trip_000088,21,walk,walk,True
trip_000088,22,walk,walk,True
trip_000088,23,walk,walk,True
trip_000088,24,walk,walk,True
trip_000088,25,walk,walk,True
trip_000088,26,walk,walk,True
trip_000088,27,walk,walk,True
trip_000088,28,walk,walk,True
trip_000088,29,walk,walk,True
trip_000088,30,walk,walk,True
trip_000088,31,walk,walk,True
trip_000088,32,walk,walk,True
trip_000088,33,walk,walk,True
trip_000088,34,walk,walk,True
trip_000088,35,walk,walk,True
trip_000088,36,walk,walk,True
trip_000088,37,walk,walk,True
trip_000088,38,walk,walk,True
trip_000088,39,walk,walk,True
trip_000088,40,walk,walk,True
trip_000089,0,walk,walk,True
trip_000089,1,walk,walk,True
trip_000089,2,walk,walk,True
trip_000089,3,walk,walk,True
trip_000089,4,walk,walk,True
trip_000089,5,walk,walk,True
trip_000089,6,walk,walk,True
trip_000089,7,walk,walk,True
trip_000089,8,walk,walk,True
trip_000089,9,walk,walk,True
trip_000089,10,walk,walk,True
trip_000089,11,walk,walk,True
trip_000089,12,walk,walk,True
trip_000089,13,walk,walk,True
trip_000089,14,walk,walk,True
trip_000089,15,walk,walk,True
trip_000089,16,walk,walk,True
trip_000089,17,walk,walk,True
trip_000089,18,walk,walk,True
trip_000089,19,walk,walk,True
trip_000089,20,walk,walk,True
trip_000089,21,walk,walk,True
trip_000089,22,walk,walk,True
trip_000089,23,walk,walk,True
trip_000089,24,walk,walk,True
trip_000089,25,walk,walk,True
trip_000089,26,walk,walk,True
trip_000089,27,walk,walk,True
trip_000089,28,walk,walk,True
trip_000089,29,walk,walk,True
trip_000089,30,walk,walk,True
trip_000089,31,walk,walk,True
trip_000089,32,walk,walk,True
trip_000089,33,walk,walk,True
trip_000089,34,walk,walk,True
trip_000089,35,walk,walk,True
trip_000090,0,walk,walk,True
trip_000090,1,walk,walk,True
trip_000090,2,walk,bike,False
trip_000090,3,walk,walk,True
trip_000090,4,walk,walk,True
trip_000090,5,walk,walk,True
trip_000090,6,walk,walk,True
trip_000090,7,walk,walk,True
trip_000090,8,walk,walk,True
trip_000090,9,walk,walk,True
trip_000090,10,walk,walk,True
trip_000090,11,walk,walk,True
trip_000090,12,walk,walk,True
trip_000090,13,walk,walk,True
trip_000090,14,walk,walk,True
trip_000090,15,walk,walk,True
trip_000090,16,walk,walk,True
trip_000090,17,walk,walk,True
trip_000091,0,walk,walk,True
trip_000091,1,walk,walk,True
trip_000091,2,walk,walk,True
trip_000091,3,walk,walk,True
trip_000091,4,walk,walk,True
trip_000091,5,walk,walk,True
trip_000091,6,walk,walk,True
trip_000091,7,walk,walk,True
trip_000091,8,walk,walk,True
trip_000091,9,walk,walk,True
trip_000091,10,walk,walk,True
trip_000091,11,walk,walk,True
trip_000091,12,walk,walk,True
trip_000091,13,walk,walk,True
trip_000092,0,walk,walk,True
trip_000092,1,walk,walk,True
trip_000092,2,walk,walk,True
trip_000092,3,walk,walk,True
trip_000092,4,walk,walk,True
trip_000092,5,walk,walk,True
trip_000092,6,walk,walk,True
trip_000092,7,walk,walk,True
trip_000092,8,walk,walk,True
trip_000092,9,walk,walk,True
trip_000092,10,walk,walk,True
trip_000092,11,walk,walk,True
trip_000092,12,walk,walk,True
trip_000092,13,walk,walk,True
trip_000092,14,walk,walk,True
trip_000092,15,walk,walk,True
trip_000092,16,walk,walk,True
trip_000092,17,walk,walk,True
trip_000092,18,walk,walk,True
trip_000092,19,walk,walk,True
trip_000092,20,walk,walk,True
trip_000092,21,walk,walk,True
trip_000092,22,walk,walk,True
trip_000092,23,walk,walk,True
trip_000092,24,walk,walk,True
trip_000092,25,walk,walk,True
trip_000092,26,walk,walk,True
trip_000092,27,walk,walk,True
trip_000092,28,walk,walk,True
trip_000092,29,walk,walk,True
trip_000092,30,walk,walk,True
trip_000092,31,walk,walk,True
trip_000092,32,walk,walk,True
trip_000092,33,walk,walk,True
trip_000092,34,walk,walk,True
trip_000092,35,walk,walk,True
trip_000092,36,walk,walk,True
trip_000092,37,walk,walk,True
trip_000092,38,walk,walk,True
trip_000092,39,walk,walk,True
trip_000092,40,walk,bike,False
trip_000092,41,walk,walk,True
trip_000092,42,walk,walk,True
trip_000092,43,walk,walk,True
trip_000092,44,walk,walk,True
trip_000092,45,walk,walk,True
trip_000092,46,walk,walk,True
trip_000092,47,walk,walk,True
trip_000092,48,walk,walk,True
trip_000092,49,walk,walk,True
trip_000092,50,walk,bike,False
trip_000092,51,walk,walk,True
trip_000092,52,walk,walk,True
trip_000092,53,walk,walk,True
trip_000092,54,walk,walk,True
trip_000092,55,walk,walk,True
trip_000092,56,walk,walk,True
trip_000092,57,walk,walk,True
trip_000092,58,walk,walk,True
trip_000092,59,walk,walk,True
trip_000093,0,walk,walk,True
trip_000093,1,walk,walk,True
trip_000093,2,walk,walk,True
trip_000093,3,walk,walk,True
trip_000093,4,walk,walk,True
trip_000093,5,walk,walk,True
trip_000093,6,walk,walk,True
trip_000093,7,walk,walk,True
trip_000093,8,walk,walk,True
trip_000093,9,walk,walk,True
trip_000093,10,walk,walk,True
trip_000093,11,walk,walk,True
trip_000093,12,walk,walk,True
trip_000093,13,walk,walk,True
trip_000093,14,walk,walk,True
trip_000093,15,walk,walk,True
trip_000093,16,walk,walk,True
trip_000093,17,walk,walk,True
trip_000093,18,walk,walk,True
trip_000093,19,walk,walk,True
trip_000093,20,walk,walk,True
trip_000093,21,walk,walk,True
trip_000093,22,walk,walk,True
trip_000093,23,walk,walk,True
trip_000093,24,walk,walk,True
trip_000093,25,walk,walk,True
trip_000093,26,walk,walk,True
trip_000093,27,walk,walk,True
trip_000093,28,walk,walk,True
trip_000093,29,walk,walk,True
trip_000093,30,walk,walk,True
trip_000093,31,walk,walk,True
trip_000093,32,walk,walk,True
trip_000093,33,walk,walk,True
trip_000093,34,walk,walk,True
trip_000093,35,walk,walk,True
trip_000093,36,walk,walk,True
trip_000093,37,walk,walk,True
trip_000094,0,walk,car,False
trip_000094,1,walk,walk,True
trip_000094,2,walk,walk,True
trip_000094,3,walk,walk,True
trip_000094,4,walk,walk,True
trip_000094,5,walk,walk,True
trip_000094,6,walk,walk,True
trip_000094,7,walk,walk,True
trip_000094,8,walk,bike,False
trip_000094,9,walk,walk,True
trip_000094,10,walk,walk,True
trip_000094,11,walk,walk,True
trip_000094,12,walk,walk,True
trip_000094,13,walk,walk,True
trip_000094,14,walk,car,False
trip_000094,15,walk,walk,True
trip_000094,16,walk,walk,True
trip_000094,17,walk,car,False
trip_000094,18,walk,walk,True
trip_000094,19,walk,walk,True
trip_000094,20,walk,car,False
trip_000094,21,walk,walk,True
trip_000094,22,walk,walk,True
trip_000094,23,walk,walk,True
trip_000094,24,walk,walk,True
trip_000094,25,walk,walk,True
trip_000094,26,walk,walk,True
trip_000094,27,walk,walk,True
trip_000094,28,walk,car,False
trip_000094,29,walk,walk,True
trip_000094,30,walk,walk,True
trip_000094,31,walk,walk,True
trip_000094,32,walk,walk,True
trip_000094,33,walk,walk,True
trip_000094,34,walk,walk,True
trip_000094,35,walk,walk,True
trip_000094,36,walk,walk,True
trip_000094,37,walk,walk,True
trip_000095,0,walk,walk,True
trip_000095,1,walk,walk,True
trip_000095,2,walk,walk,True
trip_000095,3,walk,walk,True
trip_000095,4,walk,walk,True
trip_000095,5,walk,walk,True
trip_000095,6,walk,walk,True
trip_000095,7,walk,walk,True
trip_000095,8,walk,bike,False
trip_000095,9,walk,walk,True
trip_000095,10,walk,walk,True
trip_000095,11,walk,walk,True
trip_000095,12,walk,walk,True
trip_000095,13,walk,bike,False
trip_000095,14,walk,walk,True
trip_000095,15,walk,walk,True
trip_000095,16,walk,walk,True
trip_000095,17,walk,walk,True
trip_000095,18,walk,bike,False
trip_000095,19,walk,walk,True
trip_000095,20,walk,walk,True
trip_000095,21,walk,walk,True
trip_000095,22,walk,walk,True
trip_000095,23,walk,walk,True
trip_000095,24,walk,walk,True
trip_000095,25,walk,bike,False
trip_000095,26,walk,walk,True
trip_000095,27,walk,walk,True
trip_000095,28,walk,walk,True
trip_000095,29,walk,walk,True
trip_000095,30,walk,bike,False
trip_000095,31,walk,walk,True
trip_000095,32,walk,walk,True
trip_000095,33,walk,walk,True
trip_000095,34,walk,walk,True
trip_000096,0,walk,walk,True
trip_000096,1,walk,walk,True
trip_000096,2,walk,walk,True
trip_000096,3,walk,walk,True
trip_000096,4,walk,walk,True
trip_000096,5,walk,walk,True
trip_000096,6,walk,walk,True
trip_000096,7,walk,walk,True
trip_000096,8,walk,walk,True
trip_000096,9,walk,walk,True
trip_000096,10,walk,walk,True
trip_000096,11,walk,walk,True
trip_000096,12,walk,walk,True
trip_000096,13,walk,walk,True
trip_000096,14,walk,walk,True
trip_000096,15,walk,walk,True
trip_000096,16,walk,walk,True
trip_000096,17,walk,walk,True
trip_000096,18,walk,walk,True
trip_000096,19,walk,walk,True
trip_000096,20,walk,walk,True
trip_000096,21,walk,walk,True
trip_000096,22,walk,walk,True
trip_000096,23,walk,walk,True
trip_000096,24,walk,walk,True
trip_000096,25,walk,walk,True
trip_000096,26,walk,walk,True
trip_000096,27,walk,walk,True
trip_000096,28,walk,walk,True
trip_000096,29,walk,walk,True
trip_000096,30,walk,walk,True
trip_000096,31,walk,walk,True
trip_000096,32,walk,walk,True
trip_000096,33,walk,walk,True
trip_000096,34,walk,walk,True
trip_000096,35,walk,walk,True
trip_000096,36,walk,walk,True
trip_000096,37,walk,walk,True
trip_000096,38,walk,walk,True
trip_000096,39,walk,walk,True
trip_000096,40,walk,walk,True
trip_000096,41,walk,walk,True
trip_000096,42,walk,walk,True
trip_000096,43,walk,walk,True
trip_000096,44,walk,walk,True
trip_000096,45,walk,walk,True
trip_000096,46,walk,walk,True
trip_000096,47,walk,walk,True
trip_000096,48,walk,walk,True
trip_000096,49,walk,walk,True
trip_000096,50,walk,walk,True
trip_000096,51,walk,walk,True
trip_000096,52,walk,walk,True
trip_000096,53,walk,walk,True
trip_000096,54,walk,walk,True
trip_000096,55,walk,walk,True
trip_000096,56,walk,walk,True
trip_000096,57,walk,walk,True
trip_000096,58,walk,walk,True
trip_000096,59,walk,walk,True
trip_000097,0,walk,walk,True
trip_000097,1,walk,walk,True
trip_000097,2,walk,bike,False
trip_000097,3,walk,walk,True
trip_000097,4,walk,walk,True
trip_000097,5,walk,walk,True
trip_000097,6,walk,bike,False
trip_000097,7,walk,walk,True
trip_000097,8,walk,walk,True
trip_000097,9,walk,walk,True
trip_000097,10,walk,car,False
trip_000097,11,walk,walk,True
trip_000097,12,walk,walk,True
trip_000097,13,walk,walk,True
trip_000097,14,walk,walk,True
trip_000098,0,walk,walk,True
trip_000098,1,walk,walk,True
trip_000098,2,walk,walk,True
trip_000098,3,walk,walk,True
trip_000098,4,walk,walk,True
trip_000098,5,walk,walk,True
trip_000098,6,walk,walk,True
trip_000098,7,walk,walk,True
trip_000098,8,walk,walk,True
trip_000098,9,walk,walk,True
trip_000098,10,walk,walk,True
trip_000098,11,walk,walk,True
trip_000098,12,walk,walk,True
trip_000098,13,walk,walk,True
trip_000098,14,walk,walk,True
trip_000098,15,walk,walk,True
trip_000098,16,walk,walk,True
trip_000098,17,walk,walk,True
trip_000098,18,walk,walk,True
trip_000098,19,walk,walk,True
trip_000098,20,walk,walk,True
trip_000098,21,walk,walk,True
trip_000098,22,walk,walk,True
trip_000098,23,walk,walk,True
trip_000098,24,walk,walk,True
trip_000098,25,walk,walk,True
trip_000098,26,walk,walk,True
trip_000098,27,walk,walk,True
trip_000098,28,walk,walk,True
trip_000098,29,walk,walk,True
trip_000098,30,walk,walk,True
trip_000098,31,walk,walk,True
trip_000098,32,walk,walk,True
trip_000098,33,walk,walk,True
trip_000098,34,walk,walk,True
trip_000098,35,walk,walk,True
trip_000098,36,walk,walk,True
trip_000098,37,walk,walk,True
