trip_id,status,scenario_category,ground_truth_sequence,raw_prediction_sequence,final_prediction_sequence,correct_raw,correct_final,window_count
trip_000524,PASS,rail,rail,car,car,False,False,4
trip_000525,PASS,rail,rail,car,car,False,False,15
trip_000526,PASS,rail,rail,car,rail,False,True,3
trip_000527,PASS,rail,rail,car,rail,False,True,13
trip_000528,PASS,rail,rail,car,rail,False,True,10
trip_000529,PASS,rail,rail,car,rail,False,True,13
trip_000530,PASS,rail,rail,car,car,False,False,5
trip_000531,PASS,rail,rail,car,car,False,False,4
trip_000532,PASS,rail,rail,car,car,False,False,4
trip_000533,PASS,rail,rail,car,car,False,False,5
trip_000534,PASS,rail,rail,car,rail,False,True,22
trip_000535,PASS,rail,rail,car,car,False,False,14
trip_000536,PASS,rail,rail,car,car,False,False,19
trip_000537,PASS,rail,rail,car,car,False,False,8
trip_000538,PASS,rail,rail,car,rail,False,True,1
trip_000539,PASS,rail,rail,car,car,False,False,22
trip_000540,PASS,rail,rail,car,car,False,False,2
trip_000541,PASS,rail,rail,car,rail,False,True,4
trip_000542,PASS,rail,rail,car,car,False,False,2
trip_000543,PASS,rail,rail,car,car,False,False,12
trip_000544,PASS,rail,rail,car,car,False,False,4
trip_000545,PASS,rail,rail,car,rail,False,True,7
trip_000546,PASS,rail,rail,car,car,False,False,15
trip_000547,PASS,rail,rail,car,rail,False,True,1
trip_000548,PASS,rail,rail,car,car,False,False,9
trip_000549,PASS,rail,rail,car,car,False,False,4
trip_000550,PASS,rail,rail,car,rail,False,True,18
trip_000551,PASS,rail,rail,car,car,False,False,4
trip_000552,PASS,rail,rail,car,rail,False,True,12
trip_000553,PASS,rail,rail,car,car,False,False,8
trip_000554,PASS,rail,rail,car,car,False,False,3
trip_000555,PASS,rail,rail,car,rail,False,True,8
trip_000556,PASS,rail,rail,car,car,False,False,3
trip_000557,PASS,rail,rail,car,rail,False,True,9
trip_000558,PASS,rail,rail,car,rail,False,True,6
trip_000559,PASS,rail,rail,car,car,False,False,6
trip_000560,PASS,rail,rail,car,car,False,False,6
trip_000561,PASS,multimodal,walk|bus|walk,walk|bus|walk|car|walk,walk|bus|walk|car|rail|walk,False,False,43
trip_000562,PASS,multimodal,walk|bus|walk|bus|walk,bike|walk|car|walk|bike|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk,bike|walk|car|walk|bike|rail|car|rail|car|rail|car|walk|car|rail|car|walk|car|walk|car|rail|walk|car|rail|walk|car|walk|car|walk,False,False,128
trip_000563,PASS,multimodal,walk|rail|walk|rail|walk,walk|car|walk|car|walk|bike|walk,walk|car|rail|walk|rail|car|rail|walk|bike|walk,False,False,44
trip_000564,PASS,multimodal,walk|bus|walk,walk|car|walk|bike|walk|bike|walk|car|walk|car|walk|bike|walk,walk|car|walk|bike|walk|bike|walk|car|walk|rail|walk|bike|rail|walk,False,False,47
trip_000565,PASS,multimodal,walk|rail|walk|bus|walk,walk|bike|car|bike|car|walk|car|bike|walk,walk|bike|car|bike|car|walk|car|rail|walk,False,False,61
trip_000566,PASS,multimodal,walk|bus|walk,walk|bike|walk|bike|walk|car|walk,walk|bike|walk|bike|walk|car|rail|walk|rail|walk,False,False,40
trip_000567,PASS,multimodal,walk|rail|walk,walk|car|walk|bike|walk,walk|car|walk|bike|walk,False,False,40
trip_000568,PASS,multimodal,walk|rail|walk|bus|walk,walk|car|bike|walk|car|walk|car|walk|car|walk|bike|walk|car|walk|bike|walk|car|walk,walk|car|bike|walk|car|rail|walk|car|walk|car|walk|bike|walk|car|rail|walk|rail|walk|bike|walk|rail|walk|car|walk,False,False,56
trip_000569,PASS,multimodal,walk|rail|walk,walk|car|walk,walk|car|walk,False,False,37
trip_000570,PASS,multimodal,walk|bus|walk|bus|walk,bike|walk|car|walk|car|walk|car|walk|bike|car|bike|walk|car|bus|car|walk|car|walk,bike|walk|rail|walk|car|rail|car|rail|car|walk|bike|car|rail|walk|car|rail|walk|car|walk|rail,False,False,129
trip_000571,PASS,multimodal,walk|rail|walk,walk|car|walk|car|bike|walk|car|bike|car|walk,walk|car|walk|car|bike|walk|car|bike|car|walk,False,False,43
trip_000572,PASS,multimodal,walk|bus|walk|bus|walk,walk|car|walk|car|bus|car|walk|car|bike|car|walk|car|walk|car|walk|car,walk|rail|car|rail|car|rail|car|rail|car|rail|car|rail|walk|car|rail|car|bike|car|walk|car|walk|rail|walk|car,False,False,141
trip_000573,PASS,multimodal,walk|rail|walk,walk|car|bike|car|bus|car|walk,walk|car|bike|car|bus|car|walk,False,False,42
trip_000574,PASS,multimodal,walk|rail|walk|bus|walk,walk|bike|car|bike|car|walk|car|bike|car|bike|car|bike|walk,walk|bike|car|bike|car|walk|car|bike|car|bike|car|rail|walk,False,False,60
trip_000575,PASS,multimodal,walk|bus|walk|rail|walk,walk|car|bus|walk|car|walk,walk|car|bus|walk|car|rail|walk|rail|walk|rail|walk,False,False,61
trip_000576,PASS,multimodal,walk|bus|walk|rail|walk,walk|car|walk|car|walk|car|walk|car|bus|car|walk|car|bike|walk,walk|car|walk|car|walk|car|walk|rail|walk|rail|walk|rail|walk,False,False,62
trip_000577,PASS,multimodal,walk|bus|walk|rail|walk,walk|car|walk|car|bike|car|bike|car|walk,walk|car|walk|car|bike|rail|walk|rail|walk,False,False,61
trip_000578,PASS,multimodal,walk|bus|walk|bus|walk,walk|car|bike|car|bike|car|bike|car|bike|car|walk|car|walk|car|bus|car|bike|car|bus|walk|bike|car|bike|walk|car|bus|car|bus|car|walk,walk|rail|car|rail|car|rail|walk|car|walk|car|rail|car|bike|car|bus|walk|bike|rail|walk|car|rail|walk,False,False,128
trip_000579,PASS,multimodal,walk|bus|walk,walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk,walk|car|walk|car|walk|car|walk|car|rail|walk|car|walk|rail|walk,False,False,44
trip_000580,PASS,multimodal,walk|rail|walk,walk|car|walk|car|walk|car|walk|bike|walk|car|walk|car,walk|car|walk|car|walk|car|walk|bike|walk|car|walk|car,False,False,42
trip_000581,PASS,multimodal,walk|rail|walk|bus|walk,walk|bike|walk|car|walk|car|walk|bike|walk|car|walk,walk|bike|walk|car|walk|rail|walk|rail|walk|bike|walk|car|rail|walk|rail|walk|rail|walk,False,False,63
trip_000582,PASS,multimodal,walk|bus|walk|rail|walk,walk|car|walk|car|walk,walk|car|walk|car|rail|walk|rail|walk|rail|walk,False,False,62
trip_000583,PASS,multimodal,walk|rail|walk|bus|walk,walk|car|walk|car|bus|car|bus|car|walk,walk|rail|walk|car|bus|rail|walk|rail|walk|rail|walk,False,False,60
trip_000584,PASS,multimodal,walk|rail|walk,walk|car|walk,walk|car|walk,False,False,38
trip_000585,PASS,multimodal,walk|bus|walk,walk|car|walk,walk|car|rail|walk,False,False,42
trip_000586,PASS,multimodal,walk|rail|walk|bus|walk,walk|car|bike|car|walk|car|bike|walk,walk|car|rail|walk|car|rail|walk,False,False,56
trip_000587,PASS,multimodal,walk|bus|walk,walk|bus|car|walk,walk|bus|car|rail|walk,False,False,40
trip_000588,PASS,multimodal,walk|bus|walk|bus|walk,walk|car|bike|car|bike|car|bike|car|walk|bike|car|bike|car|bike|car|walk|car|bike|car|bike|car|walk|bike|car|bike|car|bike|walk|car|walk|car|bike|car|walk,walk|rail|car|rail|car|rail|bike|rail|car|rail|walk|bike|car|bike|car|bike|car|rail|car|walk|car|bike|car|bike|car|walk|bike|car|bike|car|rail|walk|rail|walk|car|bike|car|walk,False,False,141
trip_000589,PASS,multimodal,walk|bus|walk|rail|walk,walk|car|walk|car|bus|car|bus|car|bike|car|walk,walk|car|walk|car|bus|car|bus|rail|walk|rail|walk|rail|walk,False,False,62
trip_000590,PASS,multimodal,walk|bus|walk|rail|walk,walk|car|walk|car|walk|car|walk|car|walk|car|bike|car|walk|car|walk|car|walk,walk|car|walk|car|walk|car|walk|car|rail|walk|rail|walk|rail|walk|car|walk,False,False,64
trip_000591,PASS,multimodal,walk|rail|walk|bus|walk,walk|car|bike|car|walk|car|walk|bike|walk,walk|rail|walk|rail|walk|car|rail|walk|rail|walk|rail|walk,False,False,57
trip_000592,PASS,multimodal,walk|bus|walk,walk|bus|car|walk,walk|bus|car|rail|walk,False,False,46
trip_000593,PASS,multimodal,walk|rail|walk|rail|walk,walk|car|walk|car|bike|car|walk,walk|car|rail|walk|rail|walk,False,False,48
trip_000594,PASS,multimodal,walk|bus|walk,walk|bike|car|walk|car|walk,walk|bike|car|rail|walk|rail|walk,False,False,46
trip_000595,PASS,multimodal,walk|rail|walk,walk|car|walk,walk|car|walk,False,False,41
trip_000596,PASS,multimodal,walk|rail|walk|bus|walk,walk|car|walk|car|walk,walk|car|walk|car|rail|walk,False,False,58
trip_000597,PASS,multimodal,walk|rail|walk|rail|walk,walk|car|walk|car|walk,walk|car|rail|walk|rail|walk,False,False,46
trip_000598,PASS,multimodal,walk|rail|walk|rail|walk,walk|car|walk|car|walk|car|walk|bike|walk|bike|walk|car,walk|car|walk|car|rail|walk|rail|car|rail|car|rail|car|walk|bike|walk|rail|walk|car,False,False,43
trip_000599,PASS,multimodal,walk|bus|walk|bus|walk,walk|car|bike|car|bike|car|walk|car|bike|car|bus|car|walk|car|walk|bike|car|bike|car|bike|walk|car|walk|car|bike|car|walk|car|walk|car|bike|car|walk,walk|rail|walk|rail|car|rail|bike|rail|walk|car|rail|car|walk|car|walk|bike|car|bike|car|rail|bike|walk|car|walk|rail|car|bike|car|walk|car|walk|car|bike|car|walk|rail,False,False,138
trip_000600,PASS,multimodal,walk|bus|walk|rail|walk,walk|car|walk|car|walk,walk|car|rail|walk|rail|walk|rail|walk|rail|walk,False,False,62
trip_000601,PASS,multimodal,walk|bus|walk|bus|walk,walk|car|walk|bike|car|bike|car|bike|car|bus|bike|car|bike|car|walk|car|walk|bike|car|bike|car|bike|car|walk|bike|walk|bike|car|bike|car|bike|car|walk|car|bike|car|bike|car|walk|bike|walk|bike|car|bike|walk|car|bike|car|walk,walk|rail|walk|rail|car|bike|car|bus|rail|car|rail|car|rail|car|rail|walk|car|rail|walk|rail|bike|car|bike|car|bike|car|walk|bike|walk|bike|car|rail|walk|car|bike|car|bike|car|walk|bike|walk|bike|rail|bike|walk|car|rail|walk,False,False,144
trip_000602,PASS,multimodal,walk|rail|walk,walk|car|walk,walk|car|walk,False,False,45
trip_000603,PASS,multimodal,walk|bus|walk|bus|walk,bike|walk|car|bus|car|walk|car|walk|car|bus|car|walk|car|walk|car|walk|car|walk|car|bike|car|walk|car|walk,bike|walk|rail|walk|rail|walk|car|rail|car|rail|car|rail|car|bus|car|walk|car|walk|car|rail|car|walk|car|rail|walk|car|rail|walk|car|walk,False,False,145
trip_000604,PASS,multimodal,walk|bus|walk|rail|walk,walk|bike|walk|car|walk|car|walk|bike|walk,walk|bike|walk|rail|walk|rail|walk|rail|walk|rail|walk|rail|walk,False,False,62
trip_000605,PASS,multimodal,walk|rail|walk|bus|walk,walk|car|walk|bike|walk|car|bike|walk|car|bus|walk,walk|car|walk|bike|rail|walk|rail|walk|car|rail|walk|rail|walk|rail|walk,False,False,62
trip_000606,PASS,multimodal,walk|rail|walk,walk|car|walk|car|walk|car|walk|car|walk|car|walk,walk|car|walk|car|walk|car|walk|car|walk|car|walk,False,False,41
trip_000607,PASS,multimodal,walk|rail|walk|bus|walk,walk|bike|walk|car|walk|car|walk|car|walk|bike|car|walk|car|walk|car|walk,walk|bike|walk|car|walk|car|rail|walk|car|rail|walk|rail|walk|rail|walk,False,False,57
trip_000608,PASS,multimodal,walk|bus|walk|bus|walk,bike|walk|bike|walk|car|bus|car|bus|car|bus|car|bus|car|walk|car|walk|car|bike|walk|car|walk|car|walk|car|walk|bike,bike|walk|bike|walk|rail|car|rail|car|rail|car|bus|car|bus|car|walk|car|rail|car|walk|car|rail|walk|car|rail|walk|rail|walk|car|walk|bike,False,False,134
trip_000609,PASS,multimodal,walk|bus|walk,car|walk|car|walk|bike|walk|car|walk|car|bike|walk|car|walk|car|walk|car|walk|car,car|walk|car|walk|bike|walk|car|rail|walk|car|walk|car|walk|car|walk|car,False,False,39
trip_000610,PASS,multimodal,walk|bus|walk,walk|car|walk|car|walk,walk|car|walk|car|rail|walk,False,False,45
trip_000611,PASS,multimodal,walk|bus|walk|bus|walk,walk|bike|walk|car|walk|bike|walk|car|walk|car|bike|car|walk|bus|car|walk|car|walk|car|walk|car|walk|car|walk|car|bike|car|bike|bus|walk|bike|car|bike|walk|car|bus|car|walk|car|walk,walk|bike|walk|car|rail|car|walk|car|rail|car|rail|car|walk|bus|car|walk|car|walk|car|walk|car|rail|walk|car|rail|car|walk|car|bike|car|bike|bus|walk|bike|car|rail|car|bike|walk|car|rail|walk|car|walk,False,False,145
trip_000612,PASS,multimodal,walk|rail|walk,walk|bike|walk|bike|walk|car|walk,walk|bike|walk|bike|walk|car|walk,False,False,44
trip_000613,PASS,multimodal,walk|rail|walk,walk|car|walk,walk|car|walk,False,False,43
trip_000614,PASS,multimodal,walk|rail|walk,walk|car|walk,walk|car|walk,False,False,40
trip_000615,PASS,multimodal,walk|rail|walk|bus|walk,walk|car|walk|bike|car|bike|walk,walk|car|rail|walk|bike|car|rail|walk,False,False,56
trip_000616,PASS,multimodal,walk|bus|walk|rail|walk,walk|car|walk|car|bike|car|walk,walk|rail|walk|rail|walk|rail|walk,False,False,65
trip_000617,PASS,multimodal,walk|rail|walk,walk|car|walk|bike|walk|car|walk|car|walk|car|walk|bike|walk|car|walk|bike|walk|bike|walk|car,walk|car|walk|bike|walk|car|walk|car|walk|car|walk|bike|walk|car|walk|bike|walk|bike|walk|car,False,False,40
trip_000618,PASS,multimodal,walk|bus|walk|bus|walk,walk|car|bike|car|bike|car|walk|car|bus|car|walk|car|walk|car|bus|car|bike|walk|bike|car|bike|walk|car|bus|car|walk,walk|rail|walk|rail|car|rail|car|rail|car|rail|walk|rail|car|bus|car|walk|car|walk|car|rail|car|bus|car|bike|walk|bike|car|rail|walk|car|rail|car|walk,False,False,132
trip_000619,PASS,multimodal,walk|bus|walk|rail|walk,walk|car|walk|bike|walk|car|bike|walk|car|walk|car|walk|car|bike|walk|bike|walk|car|bike|walk,walk|car|walk|bike|walk|car|bike|walk|car|rail|walk|car|bike|walk|rail|walk|car|bike|walk,False,False,60
trip_000620,PASS,multimodal,walk|rail|walk,walk|bike|car|walk|car|walk|car|walk|car|walk|bike|walk|car|walk|car|walk,walk|bike|car|walk|car|walk|car|walk|car|walk|bike|walk|car|walk|car|walk,False,False,39
trip_000621,PASS,multimodal,walk|bus|walk|rail|walk,walk|car|walk|bike|walk|car|walk|car|walk|bike|walk|car|walk|car|walk|car|walk,walk|car|walk|bike|walk|car|walk|rail|walk|rail|walk|rail|walk|car|walk,False,False,60
trip_000622,PASS,multimodal,walk|bus|walk|bus|walk,car|walk|car|walk|car|walk|car|bus|car|bus|car|walk|car|walk|car|walk|car|walk|bike|car|walk|bus|car|walk|car|walk|bike|walk|bike,car|walk|car|rail|walk|car|rail|car|rail|car|rail|walk|car|walk|car|rail|car|walk|car|walk|bike|car|rail|walk|rail|car|walk|car|walk|bike|walk|rail,False,False,127
trip_000623,PASS,multimodal,walk|bus|walk,walk|car|walk|bike|walk|car|walk|car|walk|bike|walk|car,walk|car|walk|bike|walk|car|rail|walk|bike|walk|rail|walk|car,False,False,50
trip_000624,PASS,multimodal,walk|bus|walk|bus|walk,walk|car|walk|car|walk|car|walk|car|walk|car|walk|bike|car|bike|walk|car|walk|car|walk|car|bike|car|walk,walk|rail|walk|rail|walk|car|rail|car|walk|car|walk|car|walk|bike|car|rail|walk|rail|car|rail|walk|car|walk|car|bike|car|walk|rail,False,False,136
trip_000625,PASS,multimodal,walk|rail|walk|bus|walk,walk|car|walk|car|bus|car|walk|car|walk,walk|car|rail|walk|car|bus|car|rail|walk|rail|walk,False,False,60
trip_000626,PASS,multimodal,walk|bus|walk|bus|walk,walk|bike|car|bike|car|walk|car|bus|car|walk|car|walk|car|walk|bike|car|bike|walk|bike|walk|car|bike|car|walk|car|bike|car|walk|bike|walk,walk|rail|walk|rail|walk|car|rail|car|bus|car|walk|car|walk|car|rail|car|walk|bike|car|rail|walk|bike|walk|rail|car|bike|car|walk|car|bike|car|walk|bike|walk|rail,False,False,132
trip_000627,PASS,multimodal,walk|bus|walk|bus|walk,walk|bike|car|bike|car|bike|car|bike|car|bus|car|bike|car|bike|car|bike|car|bike|car|bike|car|walk|car|bike|car|bike|car|walk|car|bike|walk|car|bike|car|bike|car|bike|car|bike|car|bike|walk|car|walk|car|bike|car|bike|walk|bike|walk|car|walk|car|bike|walk,walk|rail|car|rail|bike|rail|car|rail|car|rail|bike|car|walk|rail|walk|car|bike|walk|car|bike|car|bike|car|rail|walk|car|walk|car|bike|car|bike|walk|bike|rail|walk|car|rail|car|walk|car|bike|walk,False,False,146
trip_000628,PASS,multimodal,walk|rail|walk|rail|walk,walk|bike|car|walk|car|walk,walk|bike|car|rail|walk|rail|car|rail|walk,False,False,46
trip_000629,PASS,multimodal,walk|bus|walk|rail|walk,walk|car|walk|car|walk,walk|rail|walk|rail|walk|rail|walk|rail|walk,False,False,62
trip_000630,PASS,multimodal,walk|bus|walk|bus|walk,walk|bike|walk|car|bus|car|bus|car|bike|car|bike|car|bike|car|bike|car|bike|car|bike|car|walk|bike|car|bike|car|bike|car|bike|walk|car|bike|car|bike|car|walk|car|walk|bike|walk,walk|rail|walk|rail|car|bus|car|bus|car|rail|car|rail|bike|car|bike|car|bike|car|rail|car|bike|car|bike|car|walk|bike|car|bike|car|bike|rail|walk|rail|bike|car|walk|car|walk|bike|walk|rail,False,False,136
trip_000631,PASS,multimodal,walk|bus|walk|bus|walk,walk|car|bike|car|bus|car|bus|car|bus|car|walk|car|walk|bike|car|bike|walk|car|bike|car|walk|car|walk|car|bike|walk,walk|rail|car|rail|car|rail|car|walk|car|walk|bike|car|rail|walk|rail|bike|car|walk|car|walk|car|bike|walk,False,False,133
trip_000632,PASS,multimodal,walk|rail|walk,walk|car|walk,walk|car|walk,False,False,44
trip_000633,PASS,multimodal,walk|bus|walk|rail|walk,walk|car|walk|car|walk|bike|walk,walk|rail|walk|rail|walk|bike|walk|rail|walk,False,False,60
trip_000634,PASS,multimodal,walk|bus|walk|bus|walk,walk|bike|car|bike|car|bike|car|walk|car|bike|car|bus|car|bike|car|bike|car|bike|car|bike|car|walk|car|bus|car|bike|car|walk|car|walk|bike|car|bike|walk|bike|car|bike|car|bike|car|walk|car|bike|car|bike|walk,walk|rail|car|rail|walk|car|bike|car|bus|rail|car|rail|car|rail|car|rail|walk|car|rail|car|walk|car|walk|bike|car|rail|walk|rail|bike|car|walk|car|bike|car|bike|walk,False,False,138
trip_000635,PASS,multimodal,walk|rail|walk|rail|walk,walk|car|walk|car|bike|walk,walk|car|walk|car|rail|walk,False,False,42
trip_000636,PASS,multimodal,walk|bus|walk|rail|walk,walk|bike|walk|bike|walk|car|walk|car|walk|car|walk|car|walk|car|walk,walk|bike|walk|bike|walk|rail|walk|rail|walk|car|walk,False,False,60
trip_000637,PASS,multimodal,walk|bus|walk|rail|walk,walk|car|bus|car|walk|car|rail|car|walk,walk|car|bus|car|walk|car|rail|walk,False,False,59
trip_000638,PASS,multimodal,walk|bus|walk|bus|walk,walk|bike|walk|car|walk|car|bus|car|bike|car|walk|car|bike|car|walk|car|walk|car|bike|walk,walk|bike|walk|car|walk|rail|car|rail|car|rail|walk|car|rail|walk|car|rail|walk|car|bike|walk|rail,False,False,129
trip_000639,PASS,multimodal,walk|rail|walk|bus|walk,walk|bike|car|bike|car|walk|car|bus|car|walk,walk|bike|car|bike|car|walk|car|bus|rail|walk,False,False,56
trip_000640,PASS,multimodal,walk|bus|walk,walk|car|walk,walk|car|rail|walk,False,False,42
trip_000641,PASS,multimodal,walk|rail|walk|rail|walk,walk|car|bus|car|walk|car|walk,walk|car|bus|car|rail|walk|rail|car|rail|car|rail|car|rail|walk|rail|walk,False,False,46
trip_000642,PASS,multimodal,walk|rail|walk,walk|car|bike|car|walk,walk|car|bike|car|walk,False,False,42
trip_000643,PASS,multimodal,walk|bus|walk,walk|car|walk|car|walk,walk|car|rail|walk|rail|walk,False,False,47
trip_000644,PASS,multimodal,walk|rail|walk|rail|walk,walk|car|walk|car|walk,walk|car|rail|walk|rail|car|rail|car|rail|walk,False,False,44
trip_000645,PASS,multimodal,walk|rail|walk|bus|walk,walk|car|bike|car|bike|car|walk|car|bike|bus|car|bike|walk,walk|car|bike|car|bike|car|walk|car|bike|bus|car|bike|rail|walk,False,False,61
trip_000646,PASS,multimodal,walk|rail|walk|rail|walk,walk|car|bus|car|walk|car|walk,walk|car|bus|car|rail|walk|rail|car|rail|car|rail|walk,False,False,46
trip_000647,PASS,multimodal,walk|rail|walk,walk|bike|walk|bike|walk|car|walk|car|walk,walk|bike|walk|bike|walk|car|walk|car|walk,False,False,42
trip_000648,PASS,multimodal,walk|bus|walk|rail|walk,walk|bike|walk|car|walk|car|walk,walk|bike|walk|rail|walk|rail|walk|rail|walk,False,False,61
trip_000649,PASS,multimodal,walk|bus|walk,walk|bike|walk|bike|walk|bike|walk|car|walk|car|bus|walk|car|walk|bike|walk|bike|car|walk|bike,walk|bike|walk|bike|walk|bike|walk|car|walk|car|rail|walk|rail|walk|bike|car|walk|bike,False,False,47
trip_000650,PASS,multimodal,walk|bus|walk|rail|walk,walk|car|walk|car|walk|bike|walk,walk|car|walk|car|rail|walk|bike|walk,False,False,64
trip_000651,PASS,multimodal,walk|rail|walk|rail|walk,walk|car|walk|car|walk,walk|car|rail|walk|car|rail|car|rail|walk,False,False,45
trip_000652,PASS,multimodal,walk|bus|walk|rail|walk,walk|car|bike|car|walk|car|walk,walk|rail|walk|rail|walk,False,False,60
trip_000653,PASS,multimodal,walk|rail|walk|bus|walk,walk|car|walk|car|bus|car|bus|car|bike|walk,walk|rail|walk|car|bus|car|bus|car|rail|walk|rail|walk,False,False,60
trip_000654,PASS,multimodal,walk|bus|walk,walk|car|walk|car|walk|car|walk,walk|car|walk|car|walk|rail|walk|rail|walk,False,False,40
trip_000655,PASS,multimodal,walk|bus|walk|rail|walk,walk|bike|walk|car|walk|bike|walk|bike|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|bike|walk|bike|walk,walk|bike|walk|car|walk|bike|walk|bike|walk|car|walk|car|walk|rail|walk|car|walk|car|walk|bike|walk|rail|walk,False,False,59
trip_000656,PASS,multimodal,walk|rail|walk|bus|walk,walk|car|bike|car|walk|car|bus|car|bike|car|walk,walk|car|rail|walk|car|bus|rail|walk|rail|walk,False,False,57
trip_000657,PASS,multimodal,walk|bus|walk|bus|walk,walk|car|walk|car|bike|car|bus|car|bus|car|bus|car|walk|bike|car|bike|walk|car|walk|car|bike|car|walk|car|walk,walk|rail|car|rail|car|rail|car|bus|car|bus|car|walk|bike|car|rail|walk|car|rail|walk|rail|walk|car|walk,False,False,126
trip_000658,PASS,multimodal,walk|rail|walk,walk|car|bike|car|bike|walk,walk|car|bike|car|bike|walk,False,False,41
trip_000659,PASS,multimodal,walk|rail|walk|bus|walk,walk|car|walk|car|bike|car|walk,walk|rail|walk|car|rail|walk|rail|walk|rail|walk,False,False,57
trip_000660,PASS,multimodal,walk|bus|walk|bus|walk,walk|car|walk|car|walk|car|bus|car|bike|car|bus|car|walk|car|bike|car|walk|car|walk|car|walk|car|walk|car|walk|car|bike|walk|car|walk,walk|car|walk|rail|car|walk|car|rail|car|rail|car|bus|car|walk|car|rail|walk|car|rail|car|walk|car|walk|car|rail|walk|car|rail|walk|car|bike|walk|car|walk|rail,False,False,139
trip_000661,PASS,multimodal,walk|rail|walk|rail|walk,walk|bike|car|walk|car|walk|bike|walk,walk|bike|car|rail|walk|rail|car|rail|walk|bike|walk,False,False,45
trip_000662,PASS,multimodal,walk|bus|walk|bus|walk,walk|car|bus|car|bus|car|bus|car|bike|car|bike|car|bike|car|walk|car|bus|car|walk|bike|car|bike|car|bike|car|bike|walk|car|bike|car|bike|car|bike|walk,walk|rail|walk|car|rail|car|bus|car|walk|bike|car|bike|car|bike|rail|walk|car|rail|car|bike|car|bike|car|bike|walk,False,False,128
trip_000663,PASS,multimodal,walk|bus|walk,walk|car|walk,walk|car|rail|walk,False,False,44
trip_000664,PASS,multimodal,walk|bus|walk|bus|walk,walk|car|bus|car|bike|car|walk|car|bike|car|bike|car|bike|car|bike|car|walk|bike|car|bike|walk|car|bike|car|bike|car|walk,walk|rail|walk|rail|car|bus|rail|car|rail|walk|car|bike|car|rail|car|bike|car|bike|car|bike|car|walk|bike|car|rail|walk|car|rail|car|bike|car|bike|car|walk,False,False,136
trip_000665,PASS,multimodal,walk|bus|walk|rail|walk,walk|bike|walk|bike|walk|bike|walk|bike|walk|car|walk|car|walk,walk|bike|walk|bike|walk|bike|walk|bike|walk|rail|walk|rail|walk|rail|car|rail|walk,False,False,61
trip_000666,PASS,multimodal,walk|bus|walk,walk|car|walk,walk|car|rail|walk,False,False,46
trip_000667,PASS,multimodal,walk|bus|walk|rail|walk,walk|car|walk|car|walk|bike|walk|bike|walk,walk|car|walk|car|rail|walk|rail|walk|bike|walk|bike|walk|rail|walk,False,False,58
trip_000668,PASS,multimodal,walk|rail|walk|bus|walk,walk|car|walk|bike|car|bus|car|walk,walk|rail|walk|bike|car|rail|walk,False,False,58
trip_000669,PASS,multimodal,walk|rail|walk,walk|car|bike|car|walk,walk|car|bike|car|walk,False,False,39
trip_000670,PASS,multimodal,walk|bus|walk,walk|car|walk|car|walk|bike|walk,walk|car|walk|car|rail|walk,False,False,45
trip_000671,PASS,multimodal,walk|bus|walk,walk|car|walk|car|walk|car|walk,walk|car|walk|car|walk|rail|walk|rail|walk,False,False,46
trip_000672,PASS,multimodal,walk|bus|walk,walk|bike|walk|car|walk|car|walk,walk|bike|walk|car|walk|rail|walk|rail|walk,False,False,43
trip_000673,PASS,multimodal,walk|bus|walk,walk|car|walk|car|walk|car|walk,walk|car|walk|car|rail|walk|rail|walk,False,False,44
trip_000674,PASS,multimodal,walk|rail|walk,walk|bike|walk|car|walk|car|walk,walk|bike|walk|car|walk|car|walk,False,False,39
trip_000675,PASS,multimodal,walk|bus|walk,walk|car|walk|bike|walk|bike|walk|car|walk|car|walk|car|walk|car|walk|car|walk,walk|car|walk|bike|walk|bike|walk|car|walk|car|walk|car|rail|walk|rail|walk,False,False,42
trip_000676,PASS,multimodal,walk|bus|walk|bus|walk,walk|car|bus|car|bus|car|bus|car|walk|car|walk|bike|car|bike|walk|car|bike|car|walk|car|bike|car|bike|walk|bike|walk|bike|walk|bike,walk|rail|car|rail|car|rail|car|bus|car|walk|car|rail|car|walk|bike|car|rail|walk|car|rail|walk|car|bike|car|bike|walk|bike|walk|bike|walk|rail,False,False,131
trip_000677,PASS,multimodal,walk|bus|walk,walk|bike|walk|car|walk,walk|bike|walk|car|rail|walk|rail|walk,False,False,40
trip_000678,PASS,multimodal,walk|rail|walk|bus|walk,walk|car|bike|car|walk|bike|walk|car|walk|car|bus|car|walk|bike|walk,walk|rail|walk|bike|walk|car|walk|car|bus|car|rail|walk|rail|walk|rail|walk,False,False,60
trip_000679,PASS,multimodal,walk|rail|walk|bus|walk,car|walk|bike|walk|car|walk|car|walk|bike|walk|bike|car|walk,car|walk|bike|walk|car|rail|walk|car|walk|bike|rail|walk|bike|car|rail|walk|rail|walk|rail|walk,False,False,59
trip_000680,PASS,multimodal,walk|rail|walk|bus|walk,walk|bike|car|walk|car|walk|car|walk|car|walk|car|bike|walk|car|walk|car|walk,walk|bike|car|walk|car|walk|rail|walk|car|walk|rail|walk|car|rail|walk|car|walk|rail|walk,False,False,55
