trip_id,ground_truth,raw_prediction,final_prediction,scenario_category,hard_case_type
trip_000649,walk|bus|walk,walk|bike|walk|bike|walk|bike|walk|car|walk|car|bus|walk|car|walk|bike|walk|bike|car|walk|bike,walk|bike|walk|bike|walk|bike|walk|car|walk|car|rail|walk|rail|walk|bike|car|walk|bike,multimodal,
trip_000650,walk|bus|walk|rail|walk,walk|car|walk|car|walk|bike|walk,walk|car|walk|car|rail|walk|bike|walk,multimodal,
trip_000651,walk|rail|walk|rail|walk,walk|car|walk|car|walk,walk|car|rail|walk|car|rail|car|rail|walk,multimodal,
trip_000652,walk|bus|walk|rail|walk,walk|car|bike|car|walk|car|walk,walk|rail|walk|rail|walk,multimodal,
trip_000653,walk|rail|walk|bus|walk,walk|car|walk|car|bus|car|bus|car|bike|walk,walk|rail|walk|car|bus|car|bus|car|rail|walk|rail|walk,multimodal,
trip_000654,walk|bus|walk,walk|car|walk|car|walk|car|walk,walk|car|walk|car|walk|rail|walk|rail|walk,multimodal,
trip_000655,walk|bus|walk|rail|walk,walk|bike|walk|car|walk|bike|walk|bike|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|bike|walk|bike|walk,walk|bike|walk|car|walk|bike|walk|bike|walk|car|walk|car|walk|rail|walk|car|walk|car|walk|bike|walk|rail|walk,multimodal,
trip_000656,walk|rail|walk|bus|walk,walk|car|bike|car|walk|car|bus|car|bike|car|walk,walk|car|rail|walk|car|bus|rail|walk|rail|walk,multimodal,
trip_000657,walk|bus|walk|bus|walk,walk|car|walk|car|bike|car|bus|car|bus|car|bus|car|walk|bike|car|bike|walk|car|walk|car|bike|car|walk|car|walk,walk|rail|car|rail|car|rail|car|bus|car|bus|car|walk|bike|car|rail|walk|car|rail|walk|rail|walk|car|walk,multimodal,
trip_000658,walk|rail|walk,walk|car|bike|car|bike|walk,walk|car|bike|car|bike|walk,multimodal,
trip_000659,walk|rail|walk|bus|walk,walk|car|walk|car|bike|car|walk,walk|rail|walk|car|rail|walk|rail|walk|rail|walk,multimodal,
trip_000660,walk|bus|walk|bus|walk,walk|car|walk|car|walk|car|bus|car|bike|car|bus|car|walk|car|bike|car|walk|car|walk|car|walk|car|walk|car|walk|car|bike|walk|car|walk,walk|car|walk|rail|car|walk|car|rail|car|rail|car|bus|car|walk|car|rail|walk|car|rail|car|walk|car|walk|car|rail|walk|car|rail|walk|car|bike|walk|car|walk|rail,multimodal,
trip_000661,walk|rail|walk|rail|walk,walk|bike|car|walk|car|walk|bike|walk,walk|bike|car|rail|walk|rail|car|rail|walk|bike|walk,multimodal,
trip_000662,walk|bus|walk|bus|walk,walk|car|bus|car|bus|car|bus|car|bike|car|bike|car|bike|car|walk|car|bus|car|walk|bike|car|bike|car|bike|car|bike|walk|car|bike|car|bike|car|bike|walk,walk|rail|walk|car|rail|car|bus|car|walk|bike|car|bike|car|bike|rail|walk|car|rail|car|bike|car|bike|car|bike|walk,multimodal,
trip_000663,walk|bus|walk,walk|car|walk,walk|car|rail|walk,multimodal,
trip_000664,walk|bus|walk|bus|walk,walk|car|bus|car|bike|car|walk|car|bike|car|bike|car|bike|car|bike|car|walk|bike|car|bike|walk|car|bike|car|bike|car|walk,walk|rail|walk|rail|car|bus|rail|car|rail|walk|car|bike|car|rail|car|bike|car|bike|car|bike|car|walk|bike|car|rail|walk|car|rail|car|bike|car|bike|car|walk,multimodal,
trip_000665,walk|bus|walk|rail|walk,walk|bike|walk|bike|walk|bike|walk|bike|walk|car|walk|car|walk,walk|bike|walk|bike|walk|bike|walk|bike|walk|rail|walk|rail|walk|rail|car|rail|walk,multimodal,
trip_000666,walk|bus|walk,walk|car|walk,walk|car|rail|walk,multimodal,
trip_000667,walk|bus|walk|rail|walk,walk|car|walk|car|walk|bike|walk|bike|walk,walk|car|walk|car|rail|walk|rail|walk|bike|walk|bike|walk|rail|walk,multimodal,
trip_000668,walk|rail|walk|bus|walk,walk|car|walk|bike|car|bus|car|walk,walk|rail|walk|bike|car|rail|walk,multimodal,
trip_000669,walk|rail|walk,walk|car|bike|car|walk,walk|car|bike|car|walk,multimodal,
trip_000670,walk|bus|walk,walk|car|walk|car|walk|bike|walk,walk|car|walk|car|rail|walk,multimodal,
trip_000671,walk|bus|walk,walk|car|walk|car|walk|car|walk,walk|car|walk|car|walk|rail|walk|rail|walk,multimodal,
trip_000672,walk|bus|walk,walk|bike|walk|car|walk|car|walk,walk|bike|walk|car|walk|rail|walk|rail|walk,multimodal,
trip_000673,walk|bus|walk,walk|car|walk|car|walk|car|walk,walk|car|walk|car|rail|walk|rail|walk,multimodal,
trip_000674,walk|rail|walk,walk|bike|walk|car|walk|car|walk,walk|bike|walk|car|walk|car|walk,multimodal,
trip_000675,walk|bus|walk,walk|car|walk|bike|walk|bike|walk|car|walk|car|walk|car|walk|car|walk|car|walk,walk|car|walk|bike|walk|bike|walk|car|walk|car|walk|car|rail|walk|rail|walk,multimodal,
trip_000676,walk|bus|walk|bus|walk,walk|car|bus|car|bus|car|bus|car|walk|car|walk|bike|car|bike|walk|car|bike|car|walk|car|bike|car|bike|walk|bike|walk|bike|walk|bike,walk|rail|car|rail|car|rail|car|bus|car|walk|car|rail|car|walk|bike|car|rail|walk|car|rail|walk|car|bike|car|bike|walk|bike|walk|bike|walk|rail,multimodal,
trip_000677,walk|bus|walk,walk|bike|walk|car|walk,walk|bike|walk|car|rail|walk|rail|walk,multimodal,
trip_000678,walk|rail|walk|bus|walk,walk|car|bike|car|walk|bike|walk|car|walk|car|bus|car|walk|bike|walk,walk|rail|walk|bike|walk|car|walk|car|bus|car|rail|walk|rail|walk|rail|walk,multimodal,
trip_000679,walk|rail|walk|bus|walk,car|walk|bike|walk|car|walk|car|walk|bike|walk|bike|car|walk,car|walk|bike|walk|car|rail|walk|car|walk|bike|rail|walk|bike|car|rail|walk|rail|walk|rail|walk,multimodal,
trip_000680,walk|rail|walk|bus|walk,walk|bike|car|walk|car|walk|car|walk|car|walk|car|bike|walk|car|walk|car|walk,walk|bike|car|walk|car|walk|rail|walk|car|walk|rail|walk|car|rail|walk|car|walk|rail|walk,multimodal,
trip_000681,walk|rail|walk|bus|walk,walk|car|walk|bike|walk|car|bus|car|bus|car|bike|walk|bike|walk,walk|rail|walk|bike|walk|car|bus|car|bus|rail|walk|rail|walk|rail|walk|bike|walk,multimodal,
trip_000682,walk|rail|walk,walk|car|bus|car|bike|car|walk,walk|car|bus|car|bike|car|walk,multimodal,
trip_000683,walk|bus|walk,walk|bus|car|walk,walk|bus|car|rail|walk,multimodal,
trip_000684,walk|rail|walk|rail|walk,walk|car|walk|car|walk|car|walk|car|walk|bike|car|walk|car|walk|car|walk,walk|car|walk|car|walk|car|rail|walk|car|rail|car|rail|bike|car|walk|car|walk|rail|walk|car|walk,multimodal,
trip_000685,walk|bus|walk|bus|walk,walk|bike|walk|car|bike|car|bike|car|walk|bike|car|bus|car|bike|car|bike|car|bike|car|bike|car|bike|car|bike|car|bike|car|bike|walk|bike|car|bike|walk|car|bike|car|bike|car|bike|car|bike|walk,walk|rail|walk|rail|car|bus|car|rail|car|rail|car|bike|car|rail|car|bike|car|bike|car|bike|walk|bike|car|bike|rail|walk|car|rail|walk,multimodal,
trip_000686,walk|bus|walk,walk|car|walk,walk|car|rail|walk,multimodal,
trip_000687,walk|bus|walk|rail|walk,walk|bus|car|walk|car|walk,walk|bus|car|walk|car|rail|walk|rail|walk,multimodal,
trip_000688,walk|bus|walk|bus|walk,walk|car|bus|car|bike|car|walk|car|bike|car|walk|bike|car|bike|walk|car|walk|car|bike|car|bike|walk,walk|rail|walk|rail|car|rail|walk|car|rail|car|walk|bike|car|rail|walk|rail|car|walk|car|bike|car|bike|walk|rail,multimodal,
trip_000689,walk|bus|walk|rail|walk,walk|car|walk|car|walk,walk|rail|walk|rail|walk|rail|walk|rail|walk,multimodal,
trip_000690,walk|bus|walk|bus|walk,walk|car|walk|car|bus|car|walk|car|bike|car|walk|car|bus|car|walk|car|bike|car|walk|car|walk|bike|walk|car|walk|bike|walk,walk|car|walk|rail|walk|car|rail|car|rail|walk|car|rail|car|bus|car|walk|car|rail|car|walk|bike|walk|car|walk|bike|walk,multimodal,
trip_000691,walk|bus|walk,walk|car|walk|car|walk|car|walk,walk|car|rail|walk|rail|walk,multimodal,
trip_000692,walk|bus|walk|bus|walk,walk|car|bike|car|bike|car|bike|car|bike|car|bus|car|walk|car|bike|car|bike|walk|car|bike|car|walk|bike|car|bike|car|bike|car|bike|walk|car|bus|car|walk|car|bike|walk,walk|rail|car|bike|car|rail|car|rail|walk|car|rail|car|bike|walk|car|bike|car|walk|bike|car|bike|car|bike|rail|walk|rail|walk|car|bike|walk,multimodal,
trip_000693,walk|rail|walk,walk|car|walk,walk|car|walk,multimodal,
trip_000694,walk|bus|walk,walk|car|walk|car|walk|car,walk|car|walk|car|rail|walk|rail|walk|car,multimodal,
trip_000695,walk|rail|walk,walk|bike|walk|car|walk|bike|walk,walk|bike|walk|car|walk|bike|walk,multimodal,
trip_000696,walk|bus|walk,walk|car|walk|car|walk,walk|car|walk|car|rail|walk,multimodal,
trip_000697,walk|bus|walk|bus|walk,car|walk|bike|walk|car|bus|car|bus|car|bus|car|bus|car|walk|car|bus|car|walk|car|bike|car|walk|car|walk|car|bike,car|walk|bike|rail|car|rail|car|rail|car|rail|walk|car|bus|car|rail|car|walk|car|rail|walk|rail|car|walk|car|bike|rail,multimodal,
trip_000698,walk|bus|walk|bus|walk,walk|car|bike|car|walk|car|walk|car|bus|car|walk|car|bike|car|walk|car|bike|car|bike|car|bike|walk|car|bike|car|walk|bike|car|bike|car|bike|car|bike|walk|car|bus|car|walk,walk|rail|car|rail|car|rail|walk|rail|walk|rail|walk|car|bike|car|walk|car|rail|car|bike|car|rail|bike|walk|car|bike|car|walk|bike|car|bike|car|bike|rail|walk|car|rail|walk,multimodal,
trip_000699,walk|rail|walk,walk|car|bike|car|walk,walk|car|bike|car|walk,multimodal,
trip_000700,walk|bus|walk|bus|walk,bike|walk|car|walk|car|walk|car|walk|car|bike|car|walk|car|walk|car|walk|car|walk|car|bus|bike|car|walk|car|walk|car|walk|car|walk|bike|walk|car|bike|car,bike|walk|rail|car|rail|walk|car|walk|car|rail|car|rail|car|walk|car|walk|car|rail|car|walk|car|walk|car|rail|bus|bike|car|walk|car|rail|walk|car|walk|car|walk|bike|walk|car|bike|rail,multimodal,
