trip_id,expected_transitions,predicted_transitions,transition_exact
trip_000562,walk->bike|bike->walk,walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->bus|bus->rail|rail->walk|walk->car|car->bus|bus->rail|rail->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->rail|rail->car|car->walk|walk->rail|rail->walk,False
trip_000563,walk->bike|bike->rail|rail->walk,walk->rail|rail->walk|walk->rail|rail->walk|walk->bike|bike->car|car->rail|rail->bus|bus->rail|rail->walk,False
trip_000564,walk->bus|bus->rail|rail->walk,walk->car|car->bus|bus->car|car->walk|walk->car|car->bike|bike->car|car->bus|bus->rail|rail->walk,False
trip_000565,walk->rail|rail->walk,walk->bus|bus->car|car->rail|rail->walk|walk->car|car->walk,False
trip_000566,walk->bike|bike->rail|rail->walk,walk->rail|rail->car|car->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000567,walk->rail|rail->walk,walk->bike|bike->rail|rail->walk|walk->bike|bike->walk,False
trip_000568,walk->bus|bus->rail|rail->bus|bus->walk,walk->rail|rail->walk|walk->rail|rail->walk|walk->bus|bus->car|car->rail|rail->walk,False
trip_000569,walk->bike|bike->rail|rail->walk,walk->rail|rail->walk|walk->car|car->bike|bike->rail|rail->bike|bike->walk|walk->bus|bus->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000570,walk->bike|bike->rail|rail->walk,walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->bus|bus->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->bus|bus->rail|rail->walk|walk->car|car->walk|walk->bus|bus->car|car->walk|walk->car|car->walk|walk->bus|bus->rail|rail->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk,False
trip_000571,walk->bus|bus->rail|rail->bus|bus->walk,walk->rail|rail->car|car->rail|rail->walk|walk->rail|rail->walk,False
trip_000572,walk->rail|rail->walk,walk->rail|rail->walk,True
trip_000573,walk->bus|bus->rail|rail->walk,walk->car|car->bus|bus->car|car->rail|rail->walk|walk->rail|rail->car|car->rail|rail->walk,False
trip_000574,walk->bus|bus->rail|rail->walk,walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000575,walk->rail|rail->walk,walk->rail|rail->walk|walk->bike|bike->walk,False
trip_000576,walk->bus|bus->rail|rail->walk,walk->car|car->bus|bus->car|car->bus|bus->rail|rail->walk|walk->rail|rail->walk,False
trip_000577,walk->car|car->walk,walk->rail|rail->bike|bike->car|car->bike|bike->rail|rail->walk|walk->rail|rail->walk,False
trip_000578,walk->car|car->walk,walk->car|car->bike|bike->walk|walk->car|car->bus|bus->car|car->bike|bike->car|car->bike|bike->rail|rail->walk|walk->bus|bus->car|car->rail|rail->walk,False
trip_000579,walk->bike|bike->walk,walk->rail|rail->bus|bus->car|car->bus|bus->bike|bike->rail|rail->walk|walk->bike|bike->car|car->bike|bike->car|car->bike|bike->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000580,walk->car|car->walk,walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000581,walk->bike|bike->walk,walk->rail|rail->walk|walk->rail|rail->bike|bike->car|car->walk|walk->bike|bike->rail|rail->walk|walk->car|car->bike|bike->walk|walk->rail|rail->bike|bike->rail|rail->walk|walk->rail|rail->walk|walk->bike|bike->walk,False
trip_000582,walk->bus|bus->rail|rail->bus|bus->walk,walk->bus|bus->bike|bike->bus|bus->bike|bike->car|car->bike|bike->car|car->bike|bike->car|car->rail|rail->car|car->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000583,walk->car|car->walk,walk->rail|rail->walk|walk->rail|rail->bike|bike->rail|rail->walk|walk->bike|bike->car|car->bike|bike->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000584,walk->rail|rail->walk,walk->car|car->bus|bus->car|car->rail|rail->walk,False
trip_000585,walk->bus|bus->rail|rail->walk,walk->car|car->bus|bus->car|car->bus|bus->rail|rail->car|car->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000586,walk->bus|bus->walk,walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->car|car->rail|rail->walk|walk->rail|rail->walk|walk->bus|bus->car|car->walk|walk->car|car->walk|walk->car|car->bus|bus->walk|walk->rail|rail->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail,False
trip_000587,walk->car|car->walk,walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000588,walk->bus|bus->rail|rail->walk,walk->rail|rail->bike|bike->rail|rail->bus|bus->walk|walk->rail|rail->walk,False
trip_000589,walk->bus|bus->rail|rail->walk,walk->bus|bus->car|car->bike|bike->rail|rail->bike|bike->rail|rail->walk,False
trip_000590,walk->bike|bike->rail|rail->walk,walk->bike|bike->bus|bus->car|car->bus|bus->walk|walk->car|car->rail|rail->walk|walk->bike|bike->car|car->bike|bike->car|car->bike|bike->walk|walk->bike|bike->bus|bus->car|car->bus|bus->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->bike|bike->walk,False
trip_000591,walk->car|car->walk,car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->car|car->bus|bus->car|car->bus|bus->rail|rail->walk|walk->car|car->rail|rail->walk|walk->rail|rail->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->bus|bus->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail,False
trip_000592,walk->rail|rail->bus|bus->walk,walk->car|car->bike|bike->car|car->bus|bus->car|car->bus|bus->rail|rail->car|car->rail|rail->car|car->walk,False
trip_000593,walk->bus|bus->walk,walk->rail|rail->walk|walk->bike|bike->walk|walk->rail|rail->car|car->rail|rail->car|car->bus|bus->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail,False
trip_000594,walk->bus|bus->rail|rail->bus|bus->walk,car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->bus|bus->rail|rail->car|car->bus|bus->car|car->bus|bus->car|car->bus|bus->car|car->bus|bus->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->rail|rail->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail,False
trip_000595,walk->rail|rail->bus|bus->walk,walk->rail|rail->walk|walk->car|car->bus|bus->car|car->rail|rail->walk|walk->bike|bike->walk,False
trip_000596,walk->bike|bike->rail|rail->walk,walk->rail|rail->walk|walk->bike|bike->car|car->walk|walk->car|car->bike|bike->bus|bus->car|car->bus|bus->bike|bike->car|car->bike|bike->bus|bus->car|car->bike|bike->bus|bus->bike|bike->bus|bus->car|car->bike|bike->bus|bus->bike|bike->car|car->bike|bike->car|car->bike|bike->car|car->walk|walk->bike|bike->walk|walk->bike|bike->car|car->bus|bus->bike|bike->car|car->bike|bike->walk|walk->bike|bike->bus|bus->bike|bike->rail|rail->bike|bike->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000597,walk->rail|rail->bus|bus->walk,walk->bike|bike->walk|walk->rail|rail->bike|bike->walk|walk->rail|rail->walk,False
trip_000598,walk->bike|bike->rail|rail->walk,walk->bus|bus->bike|bike->car|car->bike|bike->bus|bus->bike|bike->car|car->bus|bus->bike|bike->car|car->bike|bike->bus|bus->bike|bike->bus|bus->bike|bike->bus|bus->bike|bike->rail|rail->walk|walk->rail|rail->car|car->bike|bike->walk|walk->bike|bike->walk|walk->bike|bike->walk|walk->bike|bike->rail|rail->walk|walk->rail|rail->walk,False
trip_000599,walk->bike|bike->rail|rail->walk,walk->rail|rail->walk|walk->bike|bike->rail|rail->walk|walk->rail|rail->walk,False
trip_000600,walk->bus|bus->walk,walk->bus|bus->car|car->bus|bus->bike|bike->bus|bus->car|car->rail|rail->walk|walk->car|car->bus|bus->rail|rail->walk|walk->rail|rail->walk,False
trip_000601,walk->rail|rail->walk,walk->rail|rail->bus|bus->walk,False
trip_000602,walk->car|car->walk,walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->bus|bus->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->rail|rail->car|car->bus|bus->car|car->bus|bus->car|car->bus|bus->car|car->bus|bus->car|car->rail|rail->bus|bus->car|car->bus|bus->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->rail,False
trip_000603,walk->bike|bike->rail|rail->walk,walk->bus|bus->bike|bike->bus|bus->car|car->bus|bus->bike|bike->car|car->bike|bike->car|car->bike|bike->car|car->bike|bike->bus|bus->bike|bike->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000604,walk->bike|bike->rail|rail->walk,walk->rail|rail->bike|bike->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000605,walk->bus|bus->walk,walk->rail|rail->walk|walk->bike|bike->walk|walk->car|car->rail|rail->walk|walk->rail|rail->walk,False
trip_000606,walk->bus|bus->rail|rail->bus|bus->walk,walk->rail|rail->car|car->bike|bike->bus|bus->bike|bike->rail|rail->bike|bike->rail|rail->walk|walk->rail|rail->walk,False
trip_000607,walk->bus|bus->walk,walk->car|car->bus|bus->car|car->bus|bus->car|car->bus|bus->car|car->bike|bike->car|car->bus|bus->rail|rail->bike|bike->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->bike|bike->walk,False
trip_000608,walk->bus|bus->rail|rail->bus|bus->walk,walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000609,walk->bike|bike->rail|rail->walk,walk->rail|rail->walk|walk->bike|bike->bus|bus->bike|bike->car|car->bike|bike->car|car->bike|bike->car|car->bike|bike->bus|bus->rail|rail->bike|bike->walk|walk->bike|bike->bus|bus->bike|bike->walk|walk->car|car->bike|bike->car|car->rail|rail->car|car->rail|rail->bus|bus->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000610,walk->bus|bus->walk,walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->bus|bus->rail|rail->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk,False
trip_000611,walk->rail|rail->bus|bus->walk,walk->rail|rail->walk,False
trip_000612,walk->car|car->walk,walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->bus|bus->car|car->bus|bus->rail|rail->car|car->rail|rail->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->rail|rail->car,False
trip_000613,walk->bus|bus->rail|rail->bus|bus->walk,walk->rail|rail->bus|bus->car|car->rail|rail->walk|walk->bike|bike->walk|walk->bike|bike->walk|walk->rail|rail->walk,False
trip_000614,walk->rail|rail->walk,walk->rail|rail->car|car->rail|rail->walk|walk->rail|rail->walk,False
trip_000615,walk->bus|bus->rail|rail->bus|bus->walk,walk->rail|rail->bike|bike->rail|rail->bike|bike->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000616,walk->car|car->walk,car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->bus|bus->car|car->bus|bus->rail|rail->car|car->rail|rail->car|car->rail|rail->car|car->bus|bus->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->rail|rail->car|car->walk|walk->car|car->rail|rail->walk|walk->rail|rail->car|car->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->car|car->walk|walk->car|car->walk|walk->rail,False
trip_000617,walk->rail|rail->walk,walk->car|car->bus|bus->rail|rail->walk|walk->rail|rail->walk,False
trip_000618,walk->bike|bike->walk,walk->rail|rail->walk|walk->bike|bike->bus|bus->bike|bike->rail|rail->walk,False
trip_000619,walk->bus|bus->rail|rail->bus|bus->walk,walk->bus|bus->rail|rail->bike|bike->rail|rail->bike|bike->rail|rail->walk,False
trip_000620,walk->rail|rail->walk,walk->rail|rail->walk|walk->rail|rail->car|car->rail|rail->car|car->bus|bus->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000621,walk->rail|rail->walk,car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->bus|bus->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000622,walk->bus|bus->rail|rail->bus|bus->walk,walk->bus|bus->rail|rail->bike|bike->car|car->bike|bike->rail|rail->walk,False
trip_000623,walk->car|car->walk,walk->car|car->bike|bike->car|car->bus|bus->car|car->bus|bus->car|car->walk|walk->bike|bike->walk|walk->car|car->bike|bike->car|car->bike|bike->car|car->bike|bike->bus|bus->car|car->bus|bus->rail|rail->walk|walk->car|car->rail|rail->walk|walk->bike|bike->walk|walk->car|car->bike|bike->walk|walk->car|car->walk|walk->bike|bike->walk,False
trip_000624,walk->bike|bike->walk,walk->bus|bus->car|car->bus|bus->bike|bike->car|car->bike|bike->rail|rail->walk|walk->bike|bike->car|car->bike|bike->car|car->rail|rail->walk|walk->bike|bike->bus|bus->rail|rail->walk,False
trip_000625,walk->car|car->walk,walk->car|car->bike|bike->bus|bus->car|car->bus|bus->car|car->bus|bus->car|car->bike|bike->car|car->bike|bike->car|car->rail|rail->walk|walk->bike|bike->walk|walk->bike|bike->bus|bus->bike|bike->car|car->walk,False
trip_000626,walk->bus|bus->rail|rail->bus|bus->walk,walk->car|car->rail|rail->car|car->rail|rail->walk|walk->bike|bike->walk,False
trip_000627,walk->car|car->walk,walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->bike|bike->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000628,walk->bike|bike->walk,walk->rail|rail->bike|bike->rail|rail->walk|walk->bike|bike->rail|rail->walk,False
trip_000629,walk->bike|bike->walk,walk->rail|rail->car|car->bike|bike->car|car->bike|bike->bus|bus->bike|bike->bus|bus->bike|bike->car|car->bike|bike->rail|rail->walk|walk->rail|rail->walk|walk->bike|bike->car|car->bike|bike->walk|walk->bike|bike->car|car->bike|bike->bus|bus->car|car->bike|bike->car|car->bike|bike->rail|rail->walk|walk->bike|bike->rail|rail->walk|walk->bike|bike->rail|rail->walk|walk->bike|bike->walk|walk->rail|rail->walk|walk->bike|bike->rail|rail->walk,False
trip_000630,walk->bike|bike->rail|rail->walk,walk->bike|bike->bus|bus->rail|rail->car|car->bike|bike->car|car->rail|rail->bike|bike->bus|bus->bike|bike->bus|bus->rail|rail->bike|bike->car|car->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000631,walk->bus|bus->rail|rail->walk,walk->rail|rail->car|car->bus|bus->bike|bike->car|car->bike|bike->bus|bus->rail|rail->walk|walk->rail|rail->walk,False
trip_000632,walk->bus|bus->walk,walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->bike|bike->car|car->bike|bike->car|car->bike|bike->bus|bus->bike|bike->car|car->walk|walk->bike|bike->walk,False
trip_000633,walk->bus|bus->rail|rail->walk,walk->rail|rail->walk|walk->bike|bike->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000634,walk->bus|bus->rail|rail->walk,walk->rail|rail->bike|bike->rail|rail->car|car->rail|rail->walk|walk->bike|bike->walk,False
trip_000635,walk->bus|bus->rail|rail->walk,walk->rail|rail->car|car->bike|bike->car|car->rail|rail->bike|bike->rail|rail->bus|bus->rail|rail->car|car->rail|rail->walk|walk->rail|rail->walk,False
trip_000636,walk->rail|rail->walk,walk->rail|rail->walk|walk->rail|rail->car|car->rail|rail->walk|walk->bike|bike->walk|walk->rail|rail->walk,False
trip_000637,walk->bus|bus->rail|rail->walk,walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->bus|bus->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->bus|bus->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->bus|bus->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk,False
trip_000638,walk->bike|bike->rail|rail->walk,walk->bike|bike->rail|rail->walk,True
trip_000639,walk->bus|bus->walk,walk->rail|rail->walk|walk->rail|rail->walk|walk->bike|bike->car|car->bike|bike->bus|bus->bike|bike->walk|walk->bike|bike->walk,False
trip_000640,walk->rail|rail->bus|bus->walk,walk->rail|rail->car|car->bus|bus->bike|bike->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000641,walk->rail|rail->walk,walk->rail|rail->bike|bike->walk|walk->bike|bike->walk,False
trip_000642,walk->bus|bus->rail|rail->walk,walk->rail|rail->bike|bike->walk,False
trip_000643,walk->bike|bike->rail|rail->walk,walk->rail|rail->walk|walk->bike|bike->walk|walk->bike|bike->rail|rail->walk,False
trip_000644,walk->bus|bus->rail|rail->bus|bus->walk,walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->bus|bus->car|car->rail|rail->car|car->bus|bus->rail|rail->bus|bus->rail|rail->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->rail|rail->walk|walk->rail|rail->walk|walk->car|car->rail,False
trip_000645,walk->rail|rail->walk,walk->rail|rail->walk,True
trip_000646,walk->bus|bus->rail|rail->bus|bus->walk,walk->rail|rail->walk|walk->bike|bike->bus|bus->rail|rail->walk|walk->bus|bus->car|car->bike|bike->bus|bus->rail|rail->walk|walk->bike|bike->walk,False
trip_000647,walk->bus|bus->rail|rail->bus|bus->walk,walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->rail|rail->car|car->rail|rail->walk|walk->rail|rail->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->bus|bus->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk,False
trip_000648,walk->rail|rail->walk,walk->rail|rail->walk|walk->car|car->bus|bus->rail|rail->walk|walk->rail|rail->walk,False
trip_000649,walk->bus|bus->walk,walk->rail|rail->bike|bike->rail|rail->bike|bike->rail|rail->bike|bike->walk,False
trip_000650,walk->bike|bike->rail|rail->walk,walk->rail|rail->walk|walk->rail|rail->walk|walk->car|car->bike|bike->bus|bus->bike|bike->rail|rail->bike|bike->rail|rail->walk|walk->rail|rail->walk,False
